,Name,Gender,Date,Location,Country,Nation,Category,Discipline,Position,FIS Points
0,Tzavaras Ioannis,Male,15-02-2025,Seli ,GRE,Greece,National Championships,Slalom,DNS,
1,Tzavaras Ioannis,Male,14-02-2025,Seli ,GRE,Greece,FIS,Giant Slalom,8,
2,Tzavaras Ioannis,Male,14-02-2025,Seli ,GRE,Greece,National Championships,Giant Slalom,13,
3,Tzavaras Ioannis,Male,23-11-2023,Glacier 3000,SUI,Greece,FIS,Slopestyle,29,0.10
