,Name,Gender,Date,Location,Country,Nation,Category,Discipline,Position,FIS Points
0,Wild Aimee,Female,12-01-2025,"Copper Mountain, CO",USA,United States Of America,Nor-Am Cup,Halfpipe,1,120.00
1,Wild Aimee,Female,09-01-2025,"Copper Mountain, CO",USA,United States Of America,FIS,Halfpipe,4,61.80
