Date,Location,Country,Category,Discipline,Gender
1994-11-11,Kaprun,AUT,FIS,Slalom,Female
1994-11-13,Kaprun,AUT,FIS,Slalom,Male
1994-11-24,Zell,,WC,Parallel Slalom,Male
1994-11-24,Zell,,WC,Parallel Slalom,Female
1994-11-26,Zell,,WC,Giant Slalom,Male
1994-11-26,Zell,,WC,Giant Slalom,Female
1994-12-05,Pitztal,AUT,WC,Giant Slalom,Male
1994-12-05,Pitztal,AUT,WC,Giant Slalom,Female
1994-12-06,Pitztal,AUT,WC,Slalom,Male
1994-12-06,Pitztal,AUT,WC,Slalom,Female
1994-12-17,Garmisch-partenkirchen,GER,FIS,Giant Slalom,Male
1994-12-17,Garmisch-partenkirchen,GER,FIS,Giant Slalom,Female
1994-12-18,Garmisch-partenkirchen,GER,FIS,Slalom,Male
1994-12-18,Garmisch-partenkirchen,GER,FIS,Slalom,Female
1994-12-17,Sahoro,JPN,FIS,Giant Slalom,Male
1994-12-17,Sahoro,JPN,FIS,Giant Slalom,Female
1994-12-18,Sahoro,JPN,FIS,Half Pipe,Male
1994-12-18,Sahoro,JPN,FIS,Half Pipe,Female
1995-01-09,Lenggries,GER,FIS,Giant Slalom,Male
1995-01-09,Lenggries,GER,FIS,Giant Slalom,Female
1995-01-10,Lenggries,GER,FIS,Slalom,Male
1995-01-10,Lenggries,GER,FIS,Slalom,Female
1995-01-13,Les,eu,WC,Giant Slalom,Male
1995-01-13,Les,eu,WC,Giant Slalom,Female
1995-01-14,Les,eu,WC,Parallel Slalom,Male
1995-01-14,Les,eu,WC,Parallel Slalom,Female
1995-01-20,San,andid,WC,Giant Slalom,Male
1995-01-20,San,andid,WC,Half Pipe,Male
1995-01-20,San,andid,WC,Giant Slalom,Female
1995-01-20,San,andid,WC,Half Pipe,Female
1995-01-21,San,andid,WC,Parallel Slalom,Male
1995-01-21,San,andid,WC,Parallel Slalom,Female
1995-01-22,San,andid,WC,Slalom,Male
1995-01-22,San,andid,WC,Slalom,Female
1995-01-28,Hindelang-oberjoch,GER,WC,Parallel Slalom,Male
1995-01-28,Hindelang-oberjoch,GER,WC,Parallel Slalom,Female
1995-01-29,Hindelang-oberjoch,GER,WC,Giant Slalom,Male
1995-01-29,Hindelang-oberjoch,GER,WC,Giant Slalom,Female
1995-02-02,Alts,JPN,WC,Giant Slalom,Male
1995-02-02,Alts,JPN,WC,Giant Slalom,Female
1995-02-03,Alts,JPN,WC,Half Pipe,Male
1995-02-03,Alts,JPN,WC,Half Pipe,Female
1995-02-04,Embach,AUT,FIS,Giant Slalom,Male
1995-02-04,Embach,AUT,FIS,Giant Slalom,Female
1995-02-05,Embach,AUT,FIS,Parallel Slalom,Male
1995-02-05,Embach,AUT,FIS,Parallel Slalom,Female
1995-02-08,Mt,achelor,WC,Giant Slalom,Male
1995-02-08,Mt,achelor,WC,Giant Slalom,Female
1995-02-09,Mt,achelor,WC,Slalom,Male
1995-02-09,Mt,achelor,WC,Slalom,Female
1995-02-10,Mt,achelor,WC,Halfpipe,Male
1995-02-10,Mt,achelor,WC,Halfpipe,Female
1995-02-11,Reit,,FIS,Parallel Slalom,Male
1995-02-11,Reit,,FIS,Parallel Slalom,Female
1995-02-14,"Breckenridge,",,WC,Giant Slalom,Male
1995-02-14,"Breckenridge,",,WC,Giant Slalom,Female
1995-02-15,"Breckenridge,",,WC,Slalom,Male
1995-02-15,"Breckenridge,",,WC,Slalom,Female
1995-02-16,"Breckenridge,",,WC,Halfpipe,Male
1995-02-16,"Breckenridge,",,WC,Halfpipe,Female
1995-02-23,Calgary,CAN,WC,Giant Slalom,Male
1995-02-23,Calgary,CAN,WC,Giant Slalom,Female
1995-02-24,Calgary,CAN,WC,Slalom,Male
1995-02-24,Calgary,CAN,WC,Slalom,Female
1995-02-25,Calgary,CAN,WC,Parallel Slalom,Male
1995-02-25,Calgary,CAN,WC,Parallel Slalom,Female
1995-02-26,Calgary,CAN,WC,Half Pipe,Male
1995-02-26,Calgary,CAN,WC,Half Pipe,Female
1995-03-03,Hidden,alle,FIS,Giant Slalom,Male
1995-03-03,Hidden,alle,FIS,Giant Slalom,Female
1995-03-04,Hidden,alle,FIS,Slalom,Male
1995-03-04,Hidden,alle,FIS,Slalom,Female
1995-03-04,Sun,alley,FIS,Slalom,Male
1995-03-04,Sun,alley,FIS,Slalom,Female
1995-03-05,Sun,alley,FIS,Giant Slalom,Male
1995-03-05,Sun,alley,FIS,Giant Slalom,Female
1995-03-05,Muehlbach,AUT,FIS,Giant Slalom,Male
1995-03-05,Muehlbach,AUT,FIS,Giant Slalom,Female
1995-03-12,Kitzbuehel,AUT,FIS,Parallel Slalom,Male
1995-03-12,Kitzbuehel,AUT,FIS,Giant Slalom,Male
1995-03-12,Kitzbuehel,AUT,FIS,Parallel Slalom,Female
1995-03-12,Kitzbuehel,AUT,FIS,Giant Slalom,Female
1995-03-17,Sand,amp,FIS,Slalom,Male
1995-03-17,Sand,amp,FIS,Slalom,Female
1995-03-18,Sand,amp,FIS,Giant Slalom,Male
1995-03-18,Sand,amp,FIS,Giant Slalom,Female
1995-03-22,Naeba,JPN,FIS,Giant Slalom,Male
1995-03-22,Naeba,JPN,FIS,Giant Slalom,Female
1995-03-24,Naeba,JPN,FIS,Giant Slalom,Male
1995-03-24,Naeba,JPN,FIS,Giant Slalom,Female
1995-03-25,Naeba,JPN,FIS,Half Pipe,Male
1995-03-25,Naeba,JPN,FIS,Half Pipe,Female
1995-03-28,Sugarloaf,USA,FIS,Slalom,Male
