Date,Location,Country,Category,Discipline,Gender
2010-08-20,Mt,ut,FIS,Parallel GS,Male
2010-08-20,Mt,ut,FIS,Parallel GS,Female
2010-09-02,Chapelco,ARG,SAC,Snowboardcross,Male
2010-09-02,Chapelco,ARG,SAC,Snowboardcross,Female
2010-09-06,Chapelco,ARG,SAC,Slopestyle,Male
2010-09-06,Chapelco,ARG,SAC,Slopestyle,Female
2010-09-07,Chapelco,ARG,SAC,Giant Slalom,Male
2010-09-07,Chapelco,ARG,SAC,Giant Slalom,Female
2010-09-02,Chapelco,ARG,MAS,Snowboardcross,Male
2010-09-02,Chapelco,ARG,MAS,Snowboardcross,Female
2010-09-06,Chapelco,ARG,MAS,Slopestyle,Male
2010-09-06,Chapelco,ARG,MAS,Slopestyle,Female
2010-09-07,Chapelco,ARG,MAS,Giant Slalom,Male
2010-09-07,Chapelco,ARG,MAS,Giant Slalom,Female
2010-09-05,Mt,ulle,FIS,Parallel GS,Male
2010-09-05,Mt,ulle,FIS,Parallel GS,Female
2010-10-10,Landgraaf,NED,WC,Parallel Slalom,Male
2010-10-10,Landgraaf,NED,WC,Parallel Slalom,Female
2010-11-18,"Copper,",,NAC,Parallel GS,Male
2010-11-18,"Copper,",,NAC,Parallel GS,Female
2010-11-19,"Copper,",,NAC,Parallel Slalom,Male
2010-11-19,"Copper,",,NAC,Parallel Slalom,Female
2010-11-22,Abzakovo/magnitogorsk,RUS,FIS,Parallel Slalom,Male
2010-11-22,Abzakovo/magnitogorsk,RUS,FIS,Parallel Slalom,Female
2010-11-23,Abzakovo/magnitogorsk,RUS,FIS,Giant Slalom,Male
2010-11-23,Abzakovo/magnitogorsk,RUS,FIS,Giant Slalom,Female
2010-11-27,"Hochfuegen,",illerta,EC,Parallel GS,Male
2010-11-27,"Hochfuegen,",illerta,EC,Parallel GS,Female
2010-11-28,"Hochfuegen,",illerta,FIS,Parallel GS,Male
2010-11-28,"Hochfuegen,",illerta,FIS,Parallel GS,Female
2010-12-04,Welschnofen-carezza,ITA,EC,Parallel GS,Male
2010-12-04,Welschnofen-carezza,ITA,EC,Parallel GS,Female
2010-12-05,Welschnofen-carezza,ITA,EC,Parallel Slalom,Male
2010-12-05,Welschnofen-carezza,ITA,EC,Parallel Slalom,Female
2010-12-04,Calgary,CAN,FIS,Slalom,Male
2010-12-04,Calgary,CAN,FIS,Slalom,Female
2010-12-10,Ratschings/racines,ITA,FIS,Parallel GS,Male
2010-12-10,Ratschings/racines,ITA,FIS,Parallel GS,Female
2010-12-11,Ratschings/racines,ITA,EC,Parallel GS,Male
2010-12-11,Ratschings/racines,ITA,EC,Parallel GS,Female
2010-12-10,Limone,iemont,WC,Parallel GS,Male
2010-12-10,Limone,iemont,WC,Parallel GS,Female
2010-12-11,Limone,iemont,WC,Parallel Slalom,Male
2010-12-11,Limone,iemont,WC,Parallel Slalom,Female
2010-12-16,Telluride,USA,WC,Parallel GS,Male
2010-12-16,Telluride,USA,WC,Parallel GS,Female
2010-12-17,Telluride,USA,WC,Snowboardcross,Male
2010-12-17,Telluride,USA,WC,Snowboardcross,Female
2010-12-18,Telluride,USA,WC,Snowboardcross,Male
2010-12-18,Telluride,USA,WC,Snowboardcross,Female
2010-12-17,Samnaun,SUI,FIS,Parallel Slalom,Male
2010-12-17,Samnaun,SUI,FIS,Parallel Slalom,Female
2010-12-18,Samnaun,SUI,FIS,Parallel Slalom,Male
2010-12-18,Samnaun,SUI,FIS,Parallel Slalom,Female
2010-12-19,Samnaun,SUI,FIS,Parallel Slalom,Male
2010-12-19,Samnaun,SUI,FIS,Parallel Slalom,Female
2010-12-18,Erzurum/palandöken,TUR,FIS,Parallel GS,Male
2010-12-18,Erzurum/palandöken,TUR,FIS,Parallel GS,Female
2010-12-19,Erzurum/palandöken,TUR,FIS,Parallel GS,Male
2010-12-19,Erzurum/palandöken,TUR,FIS,Parallel GS,Female
2010-12-20,Steamboat,prings,NAC,Parallel GS,Male
2010-12-20,Steamboat,prings,NAC,Parallel GS,Female
2010-12-21,Steamboat,prings,NAC,Parallel Slalom,Male
2010-12-21,Steamboat,prings,NAC,Parallel Slalom,Female
2011-01-06,Mont,remblant,FIS,Parallel GS,Male
2011-01-06,Mont,remblant,FIS,Parallel GS,Female
2011-01-07,Mont,remblant,FIS,Snowboardcross,Male
2011-01-07,Mont,remblant,FIS,Snowboardcross,Female
2011-01-08,Mont,remblant,FIS,Snowboardcross,Male
2011-01-08,Mont,remblant,FIS,Snowboardcross,Female
