Date,Location,Country,Category,Discipline,Gender
2009-08-02,Mt,ulle,FIS,Parallel GS,Male
2009-08-02,Mt,ulle,FIS,Parallel GS,Female
2009-09-05,Chapelco,ARG,SAC,Parallel GS,Male
2009-09-05,Chapelco,ARG,SAC,Parallel GS,Female
2009-09-05,Chapelco,ARG,MAS,Parallel GS,Male
2009-09-05,Chapelco,ARG,MAS,Parallel GS,Female
2009-09-19,Landgraaf,NED,FIS,Parallel Slalom,Male
2009-09-19,Landgraaf,NED,FIS,Parallel Slalom,Female
2009-09-20,Landgraaf,NED,FIS,Parallel Slalom,Male
2009-09-20,Landgraaf,NED,FIS,Parallel Slalom,Female
2009-10-09,Landgraaf,NED,WC,Parallel Slalom,Male
2009-10-09,Landgraaf,NED,WC,Parallel Slalom,Female
2009-11-12,"Copper,",,NAC,Giant Slalom,Male
2009-11-12,"Copper,",,NAC,Giant Slalom,Female
2009-11-13,"Copper,",,NAC,Parallel GS,Male
2009-11-13,"Copper,",,NAC,Parallel GS,Female
2009-11-21,Yabuli,CHN,NC,Parallel GS,Male
2009-11-21,Yabuli,CHN,NC,Parallel GS,Female
2009-11-22,Yabuli,CHN,FIS,Parallel GS,Male
2009-11-22,Yabuli,CHN,FIS,Parallel GS,Female
2009-11-22,Abzakovo,RUS,FIS,Parallel Slalom,Male
2009-11-22,Abzakovo,RUS,FIS,Parallel Slalom,Female
2009-11-24,Abzakovo,RUS,FIS,Parallel GS,Male
2009-11-24,Abzakovo,RUS,FIS,Parallel GS,Female
2009-11-25,Abzakovo,RUS,FIS,Parallel GS,Male
2009-11-25,Abzakovo,RUS,FIS,Parallel GS,Female
2009-11-28,"Hochfuegen,",illerta,NC,Parallel GS,Male
2009-11-28,"Hochfuegen,",illerta,NC,Parallel GS,Female
2009-11-29,"Hochfuegen,",illerta,EC,Parallel GS,Male
2009-11-29,"Hochfuegen,",illerta,EC,Parallel GS,Female
2009-12-05,Carezza,ITA,EC,Parallel GS,Male
2009-12-05,Carezza,ITA,EC,Parallel GS,Female
2009-12-06,Carezza,ITA,EC,Parallel Slalom,Male
2009-12-06,Carezza,ITA,EC,Parallel Slalom,Female
2009-12-11,Steamboat,prings,NAC,Parallel GS,Male
2009-12-11,Steamboat,prings,NAC,Parallel GS,Female
2009-12-12,Steamboat,prings,NAC,Parallel GS,Male
2009-12-12,Steamboat,prings,NAC,Parallel GS,Female
2009-12-13,Innsbruck,AUT,JUN,Parallel Slalom,Male
2009-12-13,Innsbruck,AUT,JUN,Parallel Slalom,Female
2009-12-15,Telluride,USA,WC,Parallel GS,Male
2009-12-15,Telluride,USA,WC,Parallel GS,Female
2009-12-17,Telluride,USA,WC,Parallel GS,Male
2009-12-17,Telluride,USA,WC,Parallel GS,Female
2009-12-19,Telluride,USA,WC,Snowboardcross,Male
2009-12-19,Telluride,USA,WC,Snowboardcross,Female
2009-12-20,Telluride,USA,FIS,Snowboardcross,Male
2009-12-20,Telluride,USA,FIS,Snowboardcross,Female
