Date,Location,Country,Category,Discipline,Gender
2007-07-14,Mt,ulle,FIS,Giant Slalom,Male
2007-07-14,Mt,ulle,FIS,Giant Slalom,Female
2007-08-10,Mt,ulle,NC,Parallel GS,Male
2007-08-10,Mt,ulle,NC,Parallel GS,Female
2007-08-11,Mt,ulle,NC,Halfpipe,Male
2007-08-11,Mt,ulle,NC,Halfpipe,Female
2007-08-12,Mt,ulle,NC,Snowboardcross,Male
2007-08-12,Mt,ulle,NC,Snowboardcross,Female
2007-08-26,El,olorad,SAC,Slopestyle,Male
2007-08-26,El,olorad,SAC,Slopestyle,Female
2007-08-28,El,olorad,SAC,Snowboardcross,Male
2007-08-28,El,olorad,SAC,Snowboardcross,Female
2007-08-30,El,olorad,SAC,Parallel GS,Male
2007-08-30,El,olorad,SAC,Parallel GS,Female
2007-08-27,El,olorad,MAS,Snowboardcross,Male
2007-08-27,El,olorad,MAS,Snowboardcross,Female
2007-08-29,El,olorad,MAS,Slopestyle,Male
2007-08-29,El,olorad,MAS,Slopestyle,Female
2007-08-30,El,olorad,MAS,Parallel GS,Male
2007-08-30,El,olorad,MAS,Parallel GS,Female
2007-09-22,Landgraaf,NED,FIS,Slalom,Male
2007-09-22,Landgraaf,NED,FIS,Slalom,Female
2007-10-12,Landgraaf,NED,WC,Parallel Slalom,Male
2007-10-12,Landgraaf,NED,WC,Parallel Slalom,Female
2007-10-20,Soelden,AUT,WC,Parallel GS,Male
2007-10-21,Soelden,AUT,WC,Parallel GS,Female
2007-11-15,"Copper,",,NAC,Giant Slalom,Male
2007-11-15,"Copper,",,NAC,Giant Slalom,Female
2007-11-16,"Copper,",,NAC,Slalom,Male
2007-11-16,"Copper,",,NAC,Slalom,Female
2007-11-23,Abzakovo,,EC,Parallel GS,Male
2007-11-23,Abzakovo,,EC,Parallel GS,Female
2007-11-24,Abzakovo,,EC,Parallel Slalom,Male
2007-11-24,Abzakovo,,EC,Parallel Slalom,Female
2007-12-01,Kühtai,AUT,FIS,Parallel Slalom,Male
2007-12-01,Kühtai,AUT,FIS,Parallel Slalom,Female
2007-12-02,Kühtai,AUT,FIS,Parallel Slalom,Male
2007-12-02,Kühtai,AUT,FIS,Parallel Slalom,Female
2007-12-07,Haus,,EC,Giant Slalom,Male
2007-12-07,Haus,,EC,Giant Slalom,Female
2007-12-08,Limone,iemont,WC,Parallel GS,Male
2007-12-08,Limone,iemont,WC,Parallel GS,Female
2007-12-08,Haus,,FIS,Giant Slalom,Male
2007-12-08,Haus,,FIS,Giant Slalom,Female
2007-12-08,Isola,00,FIS,Parallel GS,Male
2007-12-08,Isola,00,FIS,Parallel GS,Female
2007-12-09,Isola,00,FIS,Parallel GS,Male
2007-12-09,Isola,00,FIS,Parallel GS,Female
2007-12-15,Carezza,ITA,EC,Giant Slalom,Male
2007-12-15,Carezza,ITA,EC,Giant Slalom,Female
2007-12-16,Nendaz,SUI,WC,Parallel Slalom,Male
2007-12-16,Nendaz,SUI,WC,Parallel Slalom,Female
2007-12-18,Nendaz,SUI,EC,Parallel Slalom,Male
2007-12-18,Nendaz,SUI,EC,Parallel Slalom,Female
2007-12-21,Zermatt,SUI,EC,Parallel GS,Male
2007-12-21,Zermatt,SUI,EC,Parallel GS,Female
2007-12-22,Zermatt,SUI,FIS,Parallel GS,Male
2007-12-22,Zermatt,SUI,FIS,Parallel GS,Female
2007-12-23,Zermatt,SUI,FIS,Parallel GS,Male
2007-12-23,Zermatt,SUI,FIS,Parallel GS,Female
2007-12-29,Götschen/bischofswiesen,GER,EC,Parallel GS,Male
2007-12-29,Götschen/bischofswiesen,GER,EC,Parallel GS,Female
2008-01-04,Steamboat,prings,NAC,Parallel GS,Male
2008-01-04,Steamboat,prings,NAC,Parallel Slalom,Male
2008-01-04,Steamboat,prings,NAC,Parallel GS,Female
2008-01-05,Steamboat,prings,NAC,Parallel Slalom,Female
2008-01-05,Pec,o,FIS,Parallel GS,Male
2008-01-05,Pec,o,FIS,Parallel GS,Female
2008-01-06,Pec,o,FIS,Parallel GS,Male
2008-01-06,Pec,o,FIS,Parallel GS,Female
2008-01-05,Dombaas,NOR,FIS,Parallel Slalom,Male
2008-01-05,Dombaas,NOR,FIS,Parallel Slalom,Female
2008-01-06,Dombaas,NOR,FIS,Giant Slalom,Male
2008-01-06,Dombaas,NOR,FIS,Giant Slalom,Female
2008-01-05,Le,ran,FIS,Parallel GS,Male
2008-01-05,Le,ran,FIS,Parallel GS,Female
2008-01-06,Le,ran,FIS,Parallel GS,Male
2008-01-06,Le,ran,FIS,Parallel GS,Female
2008-01-06,Oze,okur,FIS,Parallel Slalom,Male
2008-01-06,Oze,okur,FIS,Parallel Slalom,Female
2008-01-07,Oze,okur,FIS,Giant Slalom,Male
2008-01-07,Oze,okur,FIS,Giant Slalom,Female
2008-01-09,Bad,astei,WC,Parallel Slalom,Male
2008-01-09,Bad,astei,WC,Parallel Slalom,Female
2008-01-13,Bad,astei,WC,Snowboardcross,Male
2008-01-13,Bad,astei,WC,Snowboardcross,Female
2008-01-10,Bad,astei,EC,Parallel Slalom,Male
2008-01-10,Bad,astei,EC,Parallel Slalom,Female
2008-01-12,Sand,,EC,Giant Slalom,Male
2008-01-12,Sand,,EC,Giant Slalom,Female
2008-01-12,Kasberg,AUT,FIS,Parallel GS,Male
2008-01-12,Kasberg,AUT,FIS,Parallel GS,Female
2008-01-13,Kasberg,AUT,FIS,Parallel GS,Male
2008-01-13,Kasberg,AUT,FIS,Parallel GS,Female
2008-01-12,Le,elais,NAC,Parallel GS,Male
2008-01-12,Le,elais,NAC,Parallel GS,Female
2008-01-13,Le,elais,NAC,Parallel Slalom,Male
2008-01-13,Le,elais,NAC,Parallel Slalom,Female
2008-01-19,Imst,AUT,EC,Parallel Slalom,Male
2008-01-19,Imst,AUT,EC,Parallel Slalom,Female
2008-01-20,Imst,AUT,EC,Parallel Slalom,Male
2008-01-20,Imst,AUT,EC,Parallel Slalom,Female
2008-01-19,La,olin,WC,Parallel GS,Male
2008-01-19,La,olin,WC,Parallel GS,Female
2008-01-20,La,olin,WC,Parallel Slalom,Male
2008-01-20,La,olin,WC,Parallel Slalom,Female
2008-01-27,Sudelfeld,GER,EC,Parallel GS,Male
2008-01-27,Sudelfeld,GER,EC,Parallel GS,Female
2008-01-27,Yomase,JPN,FIS,Giant Slalom,Male
2008-01-27,Yomase,JPN,FIS,Giant Slalom,Female
