Date,Location,Country,Category,Discipline,Gender
2000-07-12,Valle,evad,COC,Big Air,Male
2000-07-12,Valle,evad,COC,Big Air,Female
2000-07-13,Valle,evad,COC,Parallel GS,Male
2000-07-13,Valle,evad,COC,Parallel GS,Female
2000-07-15,Valle,evad,COC,Snowboardcross,Male
2000-07-15,Valle,evad,COC,Snowboardcross,Female
2000-07-19,Valle,evad,COC,Parallel GS,Male
2000-07-19,Valle,evad,COC,Parallel GS,Female
2000-07-22,Valle,evad,COC,Snowboardcross,Male
2000-07-22,Valle,evad,COC,Snowboardcross,Female
2000-08-02,Catedral,ARG,SAC,Parallel GS,Male
2000-08-02,Catedral,ARG,SAC,Parallel GS,Female
2000-08-03,Catedral,ARG,SAC,Snowboardcross,Male
2000-08-03,Catedral,ARG,SAC,Snowboardcross,Female
2000-08-09,Chapelco,ARG,FIS,Parallel GS,Male
2000-08-09,Chapelco,ARG,FIS,Parallel GS,Female
2000-08-10,Chapelco,ARG,FIS,Snowboardcross,Male
2000-08-10,Chapelco,ARG,FIS,Snowboardcross,Female
2000-08-21,Mt,ood,COC,Parallel GS,Male
2000-08-21,Mt,ood,COC,Parallel GS,Female
2000-08-22,Mt,ood,COC,Parallel Slalom,Male
2000-08-22,Mt,ood,COC,Parallel Slalom,Female
2000-08-23,Las,ena,SAC,Parallel GS,Male
2000-08-23,Las,ena,SAC,Parallel GS,Female
2000-08-24,Las,ena,SAC,Snowboardcross,Male
2000-08-24,Las,ena,SAC,Snowboardcross,Female
2000-09-05,Coronet,ea,NC,Giant Slalom,Male
2000-09-05,Coronet,ea,NC,Snowboardcross,Male
2000-09-05,Coronet,ea,NC,Giant Slalom,Female
2000-09-05,Coronet,ea,NC,Snowboardcross,Female
2000-09-06,Coronet,ea,NC,Half Pipe,Male
2000-09-06,Coronet,ea,NC,Half Pipe,Female
2000-10-28,Kaprun,AUT,EC,10.03/Northstar,Male
2000-10-28,Kaprun,AUT,EC,10.03/Northstar,Female
2000-10-29,Kaprun,AUT,EC,Parallel Slalom,Male
2000-10-29,Kaprun,AUT,EC,Parallel Slalom,Female
2000-11-16,Breckenridge,USA,COC,Giant Slalom,Male
2000-11-16,Breckenridge,USA,COC,Giant Slalom,Female
2000-11-17,Breckenridge,USA,COC,Parallel GS,Male
2000-11-17,Breckenridge,USA,COC,Parallel GS,Female
2000-11-17,Tignes,FRA,WC,Snowboard Cross,Male
2000-11-17,Tignes,FRA,WC,Snowboardcross,Female
2000-11-18,Tignes,FRA,WC,Half Pipe,Male
2000-11-18,Tignes,FRA,WC,Half Pipe,Female
2000-11-19,Tignes,FRA,WC,Giant Slalom,Male
2000-11-19,Tignes,FRA,WC,Giant Slalom,Female
2000-11-24,Zell,,WC,Snowboardcross,Male
2000-11-24,Zell,,WC,Snowboardcross,Female
2000-11-25,Zell,,WC,Parallel Slalom,Male
2000-11-25,Zell,,WC,Parallel Slalom,Female
2000-11-26,Zell,,WC,Parallel GS,Male
2000-11-26,Zell,,WC,Parallel GS,Female
2000-12-01,Tandadalen,SWE,WC,31.01/Bad Gaste,Male
2000-12-01,Tandadalen,SWE,WC,31.01/Bad Gaste,Female
2000-12-02,Tandadalen,SWE,WC,To 01.12.00,Male
2000-12-02,Tandadalen,SWE,WC,To 01.12.00,Female
2000-12-03,Tandadalen,SWE,WC,To 09.02.01,Male
2000-12-03,Tandadalen,SWE,WC,To 09.02.01,Female
2000-12-01,Ischgl,AUT,WC,Parallel SL,Male
2000-12-01,Ischgl,AUT,WC,Parallel SL,Female
2000-12-02,Ischgl,AUT,WC,Parallel GS,Male
2000-12-02,Ischgl,AUT,WC,Parallel GS,Female
2000-12-03,Ischgl,AUT,WC,Parallel GS,Male
2000-12-03,Ischgl,AUT,WC,Parallel GS,Female
2000-12-08,"Whistler,",,WC,Snowboardcross,Male
2000-12-08,"Whistler,",,WC,Snowboardcross,Female
2000-12-10,"Whistler,",,WC,Halfpipe,Male
2000-12-10,"Whistler,",,WC,Halfpipe,Female
2000-12-11,"Whistler,",,WC,Giant Slalom,Male
2000-12-11,"Whistler,",,WC,Giant Slalom,Female
2000-12-09,Bad,iesse,EC,16.03/Bad Gaste,Male
2000-12-09,Bad,iesse,EC,16.03/Bad Gaste,Female
2000-12-10,Bad,iesse,EC,19.01/Berchtesg,Male
2000-12-10,Bad,iesse,EC,19.01/Berchtesg,Female
2000-12-09,Lake,lacid,FIS,Halfpipe,Male
2000-12-09,Lake,lacid,FIS,Halfpipe,Female
2000-12-10,Lake,lacid,COC,Giant Slalom,Male
2000-12-10,Lake,lacid,COC,Giant Slalom,Female
2000-12-12,Whistler,CAN,COC,Parallel GS,Male
2000-12-12,Whistler,CAN,COC,Parallel GS,Female
2000-12-15,Okemo,USA,FIS,Halfpipe,Male
2000-12-15,Okemo,USA,FIS,Halfpipe,Female
2000-12-17,Okemo,USA,COC,Giant Slalom,Male
2000-12-17,Okemo,USA,COC,Giant Slalom,Female
