Date,Location,Country,Category,Discipline,Gender
2004-09-01,Valle,evad,SAC,Snowboardcross,Male
2004-09-01,Valle,evad,SAC,Snowboardcross,Female
2004-09-02,Valle,evad,SAC,Big Air,Male
2004-09-02,Valle,evad,SAC,Big Air,Female
2004-09-03,Valle,evad,SAC,Parallel GS,Male
2004-09-03,Valle,evad,SAC,Parallel GS,Female
2004-09-08,The,emarkable,FIS,Giant Slalom,Male
2004-09-08,The,emarkable,FIS,Snowboardcross,Male
2004-09-08,The,emarkable,FIS,Giant Slalom,Female
2004-09-08,The,emarkable,FIS,Snowboardcross,Female
2004-09-09,The,emarkable,FIS,Halfpipe,Male
2004-09-09,The,emarkable,FIS,Halfpipe,Female
2004-10-16,Soelden,AUT,WC,Parallel GS,Female
2004-10-17,Soelden,AUT,WC,Parallel GS,Male
2004-10-24,Landgraaf,NED,WC,Parallel Slalom,Male
2004-10-24,Landgraaf,NED,WC,Parallel Slalom,Female
2004-11-15,Copper,ountain,NAC,Parallel GS,Male
2004-11-15,Copper,ountain,NAC,Parallel GS,Female
2004-11-16,Copper,ountain,NAC,Parallel Slalom,Male
2004-11-16,Copper,ountain,NAC,Parallel Slalom,Female
2004-11-26,Khanty-mansiysk,RUS,JUN,Parallel Slalom,Male
2004-11-26,Khanty-mansiysk,RUS,FIS,Parallel GS,Male
2004-11-26,Khanty-mansiysk,RUS,JUN,Parallel Slalom,Female
2004-11-26,Khanty-mansiysk,RUS,FIS,Parallel GS,Female
2004-11-27,Khanty-mansiysk,RUS,JUN,Parallel GS,Male
2004-11-27,Khanty-mansiysk,RUS,FIS,Parallel GS,Male
2004-11-27,Khanty-mansiysk,RUS,JUN,Parallel GS,Female
2004-11-27,Khanty-mansiysk,RUS,FIS,Parallel GS,Female
2004-11-28,Khanty-mansiysk,RUS,FIS,Parallel Slalom,Male
2004-11-28,Khanty-mansiysk,RUS,JUN,Snowboardcross,Male
2004-11-28,Khanty-mansiysk,RUS,FIS,Parallel Slalom,Female
2004-11-28,Khanty-mansiysk,RUS,JUN,Snowboardcross,Female
2004-12-04,Kronplatz,ITA,WC,Parallel GS,Male
2004-12-04,Kronplatz,ITA,WC,Parallel GS,Female
2004-12-04,Nendaz,SUI,EC,Parallel Slalom,Male
2004-12-04,Nendaz,SUI,EC,Parallel Slalom,Female
2004-12-05,Nendaz,SUI,EC,Parallel Slalom,Male
2004-12-05,Nendaz,SUI,EC,Parallel Slalom,Female
2004-12-04,Kuehtai,AUT,FIS,Parallel Slalom,Male
2004-12-04,Kuehtai,AUT,FIS,Parallel Slalom,Female
2004-12-05,Kuehtai,AUT,FIS,Parallel Slalom,Male
2004-12-05,Kuehtai,AUT,FIS,Parallel Slalom,Female
2004-12-11,Haus/ennstal,AUT,EC,Parallel GS,Male
2004-12-11,Haus/ennstal,AUT,EC,Parallel GS,Female
2004-12-12,Haus/ennstal,AUT,FIS,Parallel GS,Male
2004-12-12,Haus/ennstal,AUT,FIS,Parallel GS,Female
2004-12-17,Bad,astei,WC,Parallel Slalom,Male
2004-12-17,Bad,astei,WC,Parallel Slalom,Female
2004-12-17,St.,etersbur,EC,Parallel Slalom,Male
2004-12-17,St.,etersbur,EC,Parallel Slalom,Female
2004-12-18,St.,etersbur,EC,Parallel Slalom,Male
2004-12-18,St.,etersbur,EC,Parallel Slalom,Female
2004-12-17,Breckenridge,USA,NAC,Halfpipe,Male
2004-12-18,Breckenridge,USA,NAC,Halfpipe,Female
2004-12-19,Breckenridge,USA,NAC,Parallel GS,Male
2004-12-20,Breckenridge,USA,NAC,Parallel GS,Female
2004-12-18,San,andid,FIS,Parallel GS,Male
2004-12-18,San,andid,FIS,Parallel GS,Female
2004-12-19,San,andid,FIS,Parallel Slalom,Male
2004-12-19,San,andid,FIS,Parallel Slalom,Female
2004-12-20,Moscow,,EC,Big Air,Male
2004-12-20,Moscow,,EC,Big Air,Female
2004-12-21,Moscow,,EC,Parallel Slalom,Male
2004-12-21,Moscow,,EC,Parallel Slalom,Female
2004-12-22,Moscow,,EC,Snowboardcross,Male
2004-12-22,Moscow,,EC,Snowboardcross,Female
2005-01-03,Steamboat,pring,NAC,Parallel GS,Male
2005-01-03,Steamboat,pring,NAC,Parallel GS,Female
2005-01-04,Steamboat,pring,NAC,Parallel Slalom,Male
2005-01-04,Steamboat,pring,NAC,Parallel Slalom,Female
2005-01-07,St.,etersbur,WC,Parallel Slalom,Male
2005-01-07,St.,etersbur,WC,Parallel Slalom,Female
2005-01-08,Hinterstoder,AUT,FIS,Parallel GS,Male
2005-01-08,Hinterstoder,AUT,FIS,Parallel GS,Female
2005-01-09,Hinterstoder,AUT,FIS,Parallel GS,Male
2005-01-09,Hinterstoder,AUT,FIS,Parallel GS,Female
2005-01-09,Sapporo,JPN,FIS,Parallel GS,Male
2005-01-09,Sapporo,JPN,FIS,Parallel GS,Female
2005-01-10,Sapporo,JPN,FIS,Halfpipe,Male
2005-01-10,Sapporo,JPN,FIS,Halfpipe,Female
2005-01-13,Innsbruck,AUT,UVS,Parallel GS,Male
2005-01-13,Innsbruck,AUT,UVS,Parallel GS,Female
2005-01-15,Innsbruck,AUT,UVS,Snowboardcross,Male
2005-01-15,Innsbruck,AUT,UVS,Snowboardcross,Female
2005-01-18,Innsbruck,AUT,UVS,Halfpipe,Male
2005-01-18,Innsbruck,AUT,UVS,Halfpipe,Female
2005-01-20,Innsbruck,AUT,UVS,Big Air,Male
2005-01-13,Loon,ountain,NAC,Parallel GS,Male
2005-01-13,Loon,ountain,NAC,Parallel GS,Female
2005-01-14,Loon,ountain,NAC,Parallel Slalom,Male
2005-01-14,Loon,ountain,NAC,Parallel Slalom,Female
2005-01-14,Montgenevre,FRA,FIS,Parallel Slalom,Male
2005-01-14,Montgenevre,FRA,FIS,Parallel Slalom,Female
2005-01-15,Montgenevre,FRA,FIS,Parallel Slalom,Male
2005-01-15,Montgenevre,FRA,FIS,Parallel Slalom,Female
2005-01-15,Sankt,ohann/Ponga,EC,Parallel GS,Male
2005-01-15,Sankt,ohann/Ponga,EC,Parallel GS,Female
2005-01-16,Sankt,ohann/Ponga,EC,Parallel Slalom,Male
2005-01-16,Sankt,ohann/Ponga,EC,Parallel Slalom,Female
2005-01-15,Pec,o,JUN,Parallel Slalom,Male
2005-01-15,Pec,o,FIS,Parallel Slalom,Male
2005-01-15,Pec,o,FIS,Parallel Slalom,Female
2005-01-15,Pec,o,JUN,Parallel Slalom,Female
2005-01-16,Pec,o,FIS,Parallel Slalom,Male
2005-01-16,Pec,o,JUN,Parallel Slalom,Male
2005-01-16,Pec,o,FIS,Parallel Slalom,Female
2005-01-16,Pec,o,JUN,Parallel Slalom,Female
