Date,Location,Country,Category,Discipline,Gender
2021-10-26,Sunac,al,PARA,Snowboard Cross,Male
2021-10-26,Sunac,al,PARA,Snowboard Cross,Female
2021-10-31,Sunac,al,PARA,Slalom,Male
2021-10-31,Sunac,al,PARA,Slalom,Female
2021-11-25,Abzakovo,RUS,FIS,Parallel Giant Slalom,Male
2021-11-25,Abzakovo,RUS,FIS,Parallel Giant Slalom,Female
2021-11-26,Abzakovo,RUS,FIS,Parallel Slalom,Male
2021-11-26,Abzakovo,RUS,FIS,Parallel Slalom,Female
2021-11-25,Alberta,CAN,FIS,Giant Slalom,Male
2021-11-25,Alberta,CAN,FIS,Giant Slalom,Female
2021-11-29,Landgraaf,NED,PARA,Slalom,Male
2021-11-29,Landgraaf,NED,PARA,Slalom,Female
2021-11-30,Landgraaf,NED,PARA,Slalom,Male
2021-11-30,Landgraaf,NED,PARA,Slalom,Female
2021-12-06,Tochal,IRI,FIS,Giant Slalom,Male
2021-12-06,Tochal,IRI,FIS,Giant Slalom,Female
2021-12-07,Tochal,IRI,FIS,Giant Slalom,Male
2021-12-07,Tochal,IRI,FIS,Giant Slalom,Female
2021-12-11,Bannoye,RUS,QUA,Parallel Giant Slalom,Female
2021-12-11,Bannoye,RUS,QUA,Parallel Giant Slalom,Male
2021-12-11,Bannoye,RUS,WC,Parallel Giant Slalom,Male
2021-12-11,Bannoye,RUS,WC,Parallel Giant Slalom,Female
2021-12-12,Bannoye,RUS,QUA,Parallel Slalom,Female
2021-12-12,Bannoye,RUS,QUA,Parallel Slalom,Male
2021-12-12,Bannoye,RUS,WC,Parallel Slalom,Male
2021-12-12,Bannoye,RUS,WC,Parallel Slalom,Female
2021-12-11,Götschen,GER,EC,Parallel Slalom,Male
2021-12-11,Götschen,GER,EC,Parallel Slalom,Female
2021-12-12,Götschen,GER,EC,Parallel Slalom,Male
2021-12-12,Götschen,GER,EC,Parallel Slalom,Female
2021-12-14,Engelberg,,UVS,Parallel Giant Slalom,Male
2021-12-14,Engelberg,,UVS,Parallel Giant Slalom,Female
2021-12-15,Engelberg,,UVS,Parallel Slalom,Male
2021-12-15,Engelberg,,UVS,Parallel Slalom,Female
2021-12-17,Engelberg,,UVS,Slopestyle,Male
2021-12-17,Engelberg,,UVS,Slopestyle,Female
2021-12-19,Engelberg,,UVS,Big Air,Male
2021-12-19,Engelberg,,UVS,Big Air,Female
