Date,Location,Country,Category,Discipline,Gender
2018-11-13,Landgraaf,NED,PARA,Slalom,Male
2018-11-13,Landgraaf,NED,PARA,Slalom,Female
2018-11-14,Landgraaf,NED,PARA,Slalom,Male
2018-11-14,Landgraaf,NED,PARA,Slalom,Female
2018-11-15,Landgraaf,NED,PARA,Slalom,Male
2018-11-15,Landgraaf,NED,PARA,Slalom,Female
2018-12-01,Pfelders,ITA,FIS,Parallel Giant Slalom,Male
2018-12-01,Pfelders,ITA,FIS,Parallel Giant Slalom,Female
2018-12-02,Pfelders,ITA,FIS,Parallel Giant Slalom,Male
2018-12-02,Pfelders,ITA,FIS,Parallel Giant Slalom,Female
2018-12-08,Steamboat,k,NAC,Parallel Giant Slalom,Male
2018-12-08,Steamboat,k,NAC,Parallel Giant Slalom,Female
2018-12-09,Steamboat,k,NAC,Parallel Slalom,Male
2018-12-09,Steamboat,k,NAC,Parallel Slalom,Female
2018-12-13,Carezza,ITA,QUA,Parallel Giant Slalom,Female
2018-12-13,Carezza,ITA,QUA,Parallel Giant Slalom,Male
2018-12-13,Carezza,ITA,WC,Parallel GS,Female
2018-12-13,Carezza,ITA,WC,Parallel GS,Male
2018-12-15,Cortina,'Ampezz,QUA,Parallel Giant Slalom,Male
2018-12-15,Cortina,'Ampezz,QUA,Parallel Giant Slalom,Female
2018-12-15,Cortina,'Ampezz,WC,Parallel GS,Female
2018-12-15,Cortina,'Ampezz,WC,Parallel GS,Male
2018-12-14,Buck,ill,NAC,Parallel Slalom,Male
2018-12-14,Buck,ill,NAC,Parallel Slalom,Female
2018-12-15,Buck,ill,NAC,Parallel Slalom,Male
2018-12-15,Buck,ill,NAC,Parallel Slalom,Female
2018-12-15,Buck,ill,JUN,Parallel Slalom,Male
2018-12-15,Buck,ill,JUN,Parallel Slalom,Female
2018-12-16,Buck,ill,NAC,Parallel Slalom,Male
2018-12-16,Buck,ill,NAC,Parallel Slalom,Female
2018-12-21,Haus,,JUN,Parallel Giant Slalom,Male
2018-12-21,Haus,,JUN,Parallel Giant Slalom,Female
2018-12-22,Haus,,JUN,Parallel Giant Slalom,Male
2018-12-22,Haus,,JUN,Parallel Giant Slalom,Female
2018-12-22,Hochfügen,GER,EC,Parallel Giant Slalom,Male
2018-12-22,Hochfügen,GER,EC,Parallel Giant Slalom,Female
2018-12-23,Hochfügen,GER,EC,Parallel Giant Slalom,Male
2018-12-23,Hochfügen,GER,EC,Parallel Giant Slalom,Female
2018-12-23,Tochal,IRI,FIS,Slalom,Male
2018-12-23,Tochal,IRI,FIS,Slalom,Female
2018-12-24,Tochal,IRI,FIS,Slalom,Male
2018-12-24,Tochal,IRI,FIS,Slalom,Female
2018-12-25,Erzurum/palandoken,TUR,FIS,Parallel Giant Slalom,Male
2018-12-25,Erzurum/palandoken,TUR,FIS,Parallel Giant Slalom,Female
2018-12-26,Erzurum/palandoken,TUR,FIS,Parallel Giant Slalom,Male
2018-12-26,Erzurum/palandoken,TUR,FIS,Parallel Giant Slalom,Female
2019-01-02,Modriachwinkel,AUT,JUN,Parallel Slalom,Male
2019-01-02,Modriachwinkel,AUT,JUN,Parallel Slalom,Female
2019-01-03,Modriachwinkel,AUT,JUN,Parallel Slalom,Male
2019-01-03,Modriachwinkel,AUT,JUN,Parallel Slalom,Female
2019-01-03,Le,elais,NAC,Parallel Giant Slalom,Male
2019-01-03,Le,elais,NAC,Parallel Giant Slalom,Female
2019-01-04,Le,elais,NAC,Parallel Giant Slalom,Male
2019-01-04,Le,elais,NAC,Parallel Giant Slalom,Female
2019-01-03,Phoenix,yeongchan,FIS,Parallel Giant Slalom,Male
2019-01-03,Phoenix,yeongchan,FIS,Parallel Giant Slalom,Female
2019-01-04,Phoenix,yeongchan,FIS,Parallel Slalom,Male
2019-01-04,Phoenix,yeongchan,FIS,Parallel Slalom,Female
2019-01-05,Le,elais,JUN,Parallel GS,Male
2019-01-05,Le,elais,JUN,Parallel GS,Female
2019-01-05,Kopaonik,SRB,FIS,Parallel Giant Slalom,Male
2019-01-05,Kopaonik,SRB,FIS,Parallel Giant Slalom,Female
2019-01-06,Kopaonik,SRB,FIS,Parallel Giant Slalom,Male
2019-01-06,Kopaonik,SRB,FIS,Parallel Giant Slalom,Female
2019-01-05,Simonhöhe,AUT,FIS,Parallel Slalom,Male
2019-01-05,Simonhöhe,AUT,FIS,Parallel Slalom,Female
2019-01-06,Simonhöhe,AUT,FIS,Parallel Slalom,Male
2019-01-06,Simonhöhe,AUT,FIS,Parallel Slalom,Female
2019-01-08,Bad,astei,QUA,Parallel Slalom,Male
2019-01-08,Bad,astei,QUA,Parallel Slalom,Female
2019-01-08,Bad,astei,WC,Parallel Slalom,Female
2019-01-08,Bad,astei,WC,Parallel Slalom,Male
2019-01-09,Bad,astei,WC,Parallel Slalom Team,Female
2019-01-10,Bad,astei,EC,Parallel Slalom,Male
2019-01-10,Bad,astei,EC,Parallel Slalom,Female
2019-01-11,Bad,astei,EC,Parallel Slalom,Male
2019-01-11,Bad,astei,EC,Parallel Slalom,Female
2019-01-13,Goetschen,GER,JUN,Parallel Giant Slalom,Male
2019-01-13,Goetschen,GER,JUN,Parallel Giant Slalom,Female
2019-01-19,Rogla,SLO,WC,Parallel GS,Female
2019-01-19,Rogla,SLO,WC,Parallel GS,Male
2019-01-19,Rogla,SLO,QUA,Parallel Giant Slalom,Male
2019-01-19,Rogla,SLO,QUA,Parallel Giant Slalom,Female
2019-01-19,Gosau,AUT,FIS,Parallel Slalom,Male
2019-01-19,Gosau,AUT,FIS,Parallel Slalom,Female
2019-01-20,Gosau,AUT,FIS,Parallel Slalom,Male
2019-01-20,Gosau,AUT,FIS,Parallel Slalom,Female
2019-01-19,Dolni,orav,FIS,Parallel GS,Male
2019-01-19,Dolni,orav,JUN,Parallel GS,Male
2019-01-19,Dolni,orav,FIS,Parallel GS,Female
2019-01-19,Dolni,orav,JUN,Parallel Giant Slalom,Female
2019-01-20,Dolni,orav,FIS,Parallel Giant Slalom,Male
2019-01-20,Dolni,orav,JUN,Parallel Giant Slalom,Male
2019-01-20,Dolni,orav,FIS,Parallel Giant Slalom,Female
2019-01-20,Dolni,orav,JUN,Parallel Giant Slalom,Female
2019-01-22,Dizin,IRI,FIS,Giant Slalom,Male
2019-01-22,Dizin,IRI,FIS,Giant Slalom,Female
2019-01-23,Dizin,IRI,FIS,Giant Slalom,Male
2019-01-23,Dizin,IRI,FIS,Giant Slalom,Female
2019-01-24,Phoenix,yeongchan,FIS,Parallel Giant Slalom,Male
2019-01-24,Phoenix,yeongchan,FIS,Parallel Giant Slalom,Female
2019-01-25,Phoenix,yeongchan,FIS,Parallel Slalom,Male
2019-01-25,Phoenix,yeongchan,FIS,Parallel Slalom,Female
2019-01-26,Moscow,RUS,WC,Parallel Slalom,Female
2019-01-26,Moscow,RUS,WC,Parallel Slalom,Male
2019-01-26,Moscow,RUS,QUA,Parallel Slalom,Male
2019-01-26,Moscow,RUS,QUA,Parallel Slalom,Female
2019-01-27,Moscow,RUS,WC,Parallel Slalom Team,Female
2019-01-26,Lachtal,AUT,EC,Parallel GS,Male
2019-01-26,Lachtal,AUT,EC,Parallel GS,Female
2019-01-27,Lachtal,AUT,EC,Parallel GS,Male
2019-01-27,Lachtal,AUT,EC,Parallel GS,Female
2019-01-26,Mont,lan,FIS,Parallel Giant Slalom,Male
2019-01-26,Mont,lan,FIS,Parallel Giant Slalom,Female
2019-01-27,Mont,lan,FIS,Parallel Slalom,Male
2019-01-27,Mont,lan,FIS,Parallel Slalom,Female
2019-01-31,Park,it,QUA,Snowboard Cross,Male
2019-01-31,Park,it,QUA,Snowboard Cross,Female
2019-02-01,Park,it,WSC,Snowboard Cross,Male
2019-02-01,Park,it,WSC,Snowboard Cross,Female
2019-02-03,Park,it,WSC,Snowboard Cross Team,Female
2019-02-04,Park,it,WSC,Parallel Giant Slalom,Female
2019-02-04,Park,it,WSC,Parallel Giant Slalom,Male
2019-02-05,Park,it,WSC,Big Air,Male
2019-02-05,Park,it,WSC,Parallel Slalom,Male
