Date,Location,Country,Category,Discipline,Gender
2001-07-11,Chapelco,ARG,SAC,Snowboardcross,Male
2001-07-11,Chapelco,ARG,SAC,Snowboardcross,Female
2001-07-12,Chapelco,ARG,SAC,Big Air,Male
2001-07-13,Chapelco,ARG,SAC,Parallel GS,Male
2001-07-13,Chapelco,ARG,SAC,Parallel GS,Female
2001-07-26,Valle,evad,SAC,Snowboardcross,Male
2001-07-26,Valle,evad,SAC,Snowboardcross,Female
2001-07-27,Valle,evad,SAC,Parallel GS,Male
2001-07-27,Valle,evad,SAC,Parallel GS,Female
2001-07-28,Valle,evad,SAC,Halfpipe,Male
2001-07-28,Valle,evad,SAC,Halfpipe,Female
2001-08-21,Mt.,ulle,COC,Parallel GS,Male
2001-08-21,Mt.,ulle,COC,Parallel GS,Female
2001-08-22,Mt.,ulle,COC,Parallel GS,Male
2001-08-22,Mt.,ulle,COC,Parallel GS,Female
2001-08-28,Pucon,CHI,SAC,Snowboardcross,Male
2001-08-28,Pucon,CHI,SAC,Snowboardcross,Female
2001-08-29,Pucon,CHI,SAC,Big Air,Male
2001-08-29,Pucon,CHI,SAC,Big Air,Female
2001-08-30,Pucon,CHI,SAC,Parallel GS,Male
2001-08-30,Pucon,CHI,SAC,Parallel GS,Female
2001-09-06,Valle,evad,WC,Snowboardcross,Male
2001-09-06,Valle,evad,WC,Snowboardcross,Female
2001-09-07,Valle,evad,WC,Halfpipe,Male
2001-09-07,Valle,evad,WC,Halfpipe,Female
2001-09-08,Valle,evad,WC,Parallel GS,Male
2001-09-08,Valle,evad,WC,Parallel GS,Female
2001-09-09,Valle,evad,WC,Parallel Slalom,Male
2001-09-09,Valle,evad,WC,Parallel Slalom,Female
2001-09-07,Cardrona,NZL,NC,Parallel GS,Male
2001-09-07,Cardrona,NZL,NC,Parallel GS,Female
2001-09-08,Cardrona,NZL,NC,Half Pipe,Male
2001-09-08,Cardrona,NZL,NC,Half Pipe,Female
2001-09-09,Cardrona,NZL,NC,Snowboardcross,Male
2001-09-09,Cardrona,NZL,NC,Snowboardcross,Female
2001-10-23,Kaunertal,AUT,EC,Halfpipe,Male
2001-10-23,Kaunertal,AUT,EC,Halfpipe,Female
2001-10-27,Kaunertal,AUT,EC,Parallel GS,Male
2001-10-27,Kaunertal,AUT,EC,Parallel GS,Female
2001-10-28,Kaunertal,AUT,FIS,Parallel GS,Male
2001-10-28,Kaunertal,AUT,FIS,Parallel GS,Female
2001-11-09,Tignes,FRA,FIS,Parallel GS,Male
2001-11-09,Tignes,FRA,FIS,Parallel GS,Female
2001-11-10,Tignes,FRA,FIS,Halfpipe,Male
2001-11-10,Tignes,FRA,FIS,Halfpipe,Female
2001-11-11,Tignes,FRA,FIS,Snowboardcross,Male
2001-11-11,Tignes,FRA,FIS,Snowboardcross,Female
2001-11-11,Copper,ountai,NAC,Parallel GS,Male
2001-11-11,Copper,ountai,NAC,Parallel GS,Female
2001-11-12,Copper,ountai,NAC,Giant Slalom,Male
2001-11-12,Copper,ountai,NAC,Giant Slalom,Female
2001-11-17,Tignes,FRA,WC,Snowboardcross,Male
2001-11-17,Tignes,FRA,WC,Snowboardcross,Female
2001-11-18,Tignes,FRA,WC,Parallel GS,Male
2001-11-18,Tignes,FRA,WC,Parallel GS,Female
2001-11-19,Tignes,FRA,WC,Halfpipe,Male
2001-11-19,Tignes,FRA,WC,Halfpipe,Female
2001-11-30,Ischgl,AUT,WC,Parallel Slalom,Male
2001-11-30,Ischgl,AUT,WC,Big Air,Male
2001-11-30,Ischgl,AUT,WC,Parallel Slalom,Female
2001-12-01,Ischgl,AUT,WC,Parallel GS,Male
2001-12-01,Ischgl,AUT,WC,Parallel GS,Female
2001-12-02,Ischgl,AUT,WC,Parallel GS,Male
2001-12-02,Ischgl,AUT,WC,Parallel GS,Female
2001-12-06,"Whistler,",,WC,Snowboardcross,Male
2001-12-06,"Whistler,",,WC,Snowboardcross,Female
2001-12-07,"Whistler,",,WC,Halfpipe,Male
2001-12-07,"Whistler,",,WC,Halfpipe,Female
2001-12-09,"Whistler,",,WC,Halfpipe,Male
2001-12-09,"Whistler,",,WC,Halfpipe,Female
2001-12-10,"Whistler,",,WC,Parallel GS,Male
2001-12-10,"Whistler,",,WC,Parallel GS,Female
2001-12-11,"Whistler,",,WC,Big Air,Male
2001-12-08,Haus/ennstal,AUT,FIS,Parallel Slalom,Male
2001-12-08,Haus/ennstal,AUT,FIS,Parallel Slalom,Female
2001-12-09,Haus/ennstal,AUT,FIS,Parallel GS,Male
2001-12-09,Haus/ennstal,AUT,FIS,Big Air,Male
2001-12-09,Haus/ennstal,AUT,FIS,Parallel GS,Female
2001-12-09,Haus/ennstal,AUT,FIS,Big Air,Female
2001-12-10,Whistler,CAN,NAC,Parallel GS,Male
2001-12-10,Whistler,CAN,NAC,Parallel GS,Female
2001-12-14,Mt.,t,WC,Parallel GS,Male
2001-12-14,Mt.,t,WC,Parallel GS,Female
2001-12-15,Mt.,t,WC,Parallel Slalom,Male
2001-12-15,Mt.,t,WC,Parallel Slalom,Female
2001-12-15,S.,igili,FIS,Parallel Slalom,Male
2001-12-15,S.,igili,FIS,Parallel Slalom,Female
2001-12-16,S.,igili,FIS,Parallel GS,Male
2001-12-16,S.,igili,FIS,Parallel GS,Female
2001-12-15,Firstalm/spitzingsee,GER,EC,Parallel GS,Male
2001-12-15,Firstalm/spitzingsee,GER,EC,Parallel GS,Female
2001-12-16,Firstalm/spitzingsee,GER,EC,Parallel Slalom,Male
2001-12-16,Firstalm/spitzingsee,GER,EC,Parallel Slalom,Female
2001-12-21,Park,ity,NAC,Parallel GS,Male
2001-12-21,Park,ity,NAC,Parallel GS,Female
2001-12-21,Spindleruv,ly,JUN,Parallel Slalom,Male
2001-12-21,Spindleruv,ly,FIS,Parallel Slalom,Male
2001-12-21,Spindleruv,ly,JUN,Parallel Slalom,Female
2001-12-21,Spindleruv,ly,FIS,Parallel Slalom,Female
2001-12-22,Spindleruv,ly,JUN,Parallel GS,Male
2001-12-22,Spindleruv,ly,FIS,Parallel GS,Male
2001-12-22,Spindleruv,ly,JUN,Parallel GS,Female
2001-12-22,Spindleruv,ly,FIS,Parallel GS,Female
2001-12-21,Szczyrk,POL,FIS,Parallel GS,Male
2001-12-21,Szczyrk,POL,FIS,Parallel GS,Female
2001-12-22,Szczyrk,POL,FIS,Parallel Slalom,Male
2001-12-22,Szczyrk,POL,FIS,Parallel Slalom,Female
2001-12-21,Bad,astei,EC,Parallel Slalom,Male
2001-12-21,Bad,astei,EC,Parallel Slalom,Female
2001-12-22,Bad,astei,EC,Big Air,Male
2001-12-22,Bad,astei,EC,Big Air,Female
2001-12-22,Bischofswiesen,GER,FIS,Parallel GS,Male
2001-12-22,Bischofswiesen,GER,FIS,Parallel GS,Female
2001-12-22,Valloire,FRA,FIS,Parallel GS,Male
2001-12-22,Valloire,FRA,FIS,Parallel GS,Female
2001-12-23,Valloire,FRA,FIS,Big Air,Male
2001-12-23,Valloire,FRA,FIS,Big Air,Female
2001-12-23,Snowbird,USA,FIS,Parallel GS,Male
2001-12-23,Snowbird,USA,FIS,Parallel GS,Female
2001-12-23,Valloire,FRA,FIS,Parallel GS,Male
2001-12-23,Valloire,FRA,FIS,Parallel GS,Female
2002-01-02,Krynica,POL,NC,Parallel GS,Male
2002-01-02,Krynica,POL,NC,Parallel GS,Female
2002-01-03,Krynica,POL,NC,Parallel Slalom,Male
2002-01-03,Krynica,POL,NC,Parallel Slalom,Female
2002-01-04,Krynica,POL,NC,Snowboardcross,Male
2002-01-04,Krynica,POL,NC,Snowboardcross,Female
2002-01-04,Mt,achelo,NAC,Parallel GS,Male
2002-01-04,Mt,achelo,NAC,Parallel GS,Female
2002-01-06,Mt,achelo,FIS,Halfpipe,Male
2002-01-06,Mt,achelo,FIS,Halfpipe,Female
2002-01-05,Makomanai,JPN,FIS,Parallel GS,Male
2002-01-05,Makomanai,JPN,FIS,Parallel GS,Female
2002-01-06,Makomanai,JPN,FIS,Halfpipe,Male
2002-01-06,Makomanai,JPN,FIS,Halfpipe,Female
2002-01-05,Pec,o,FIS,Parallel GS,Male
2002-01-05,Pec,o,JUN,Parallel GS,Male
2002-01-05,Pec,o,FIS,Parallel GS,Female
2002-01-05,Pec,o,JUN,Parallel GS,Female
2002-01-06,Pec,o,FIS,Parallel Slalom,Male
2002-01-06,Pec,o,JUN,Parallel Slalom,Male
2002-01-06,Pec,o,FIS,Parallel Slalom,Female
2002-01-06,Pec,o,JUN,Parallel Slalom,Female
2002-01-05,Chiesa,almalenc,FIS,Parallel Slalom,Male
2002-01-05,Chiesa,almalenc,FIS,Parallel Slalom,Female
2002-01-06,Chiesa,almalenc,FIS,Parallel GS,Male
2002-01-06,Chiesa,almalenc,FIS,Parallel GS,Female
2002-01-08,Arosa,SUI,WC,Parallel GS,Male
2002-01-08,Arosa,SUI,WC,Parallel GS,Female
2002-01-09,Arosa,SUI,WC,Halfpipe,Male
2002-01-09,Arosa,SUI,WC,Halfpipe,Female
2002-01-08,Piancavallo,ITA,UNI,Halfpipe,Male
2002-01-08,Piancavallo,ITA,UNI,Halfpipe,Female
2002-01-09,Piancavallo,ITA,UNI,Parallel GS,Male
2002-01-09,Piancavallo,ITA,UNI,Parallel GS,Female
2002-01-10,Piancavallo,ITA,UNI,Snowboardcross,Male
2002-01-10,Piancavallo,ITA,UNI,Snowboardcross,Female
2002-01-11,Alpe,'Hue,WC,Parallel GS,Male
2002-01-11,Alpe,'Hue,WC,Parallel GS,Female
2002-01-13,Alpe,'Hue,WC,Halfpipe,Male
2002-01-13,Alpe,'Hue,WC,Halfpipe,Female
2002-01-11,Silverstar,CAN,FIS,Halfpipe,Male
2002-01-11,Silverstar,CAN,FIS,Halfpipe,Female
2002-01-12,Silverstar,CAN,FIS,Giant Slalom,Male
2002-01-12,Silverstar,CAN,FIS,Giant Slalom,Female
2002-01-13,Silverstar,CAN,FIS,Snowboardcross,Male
2002-01-13,Silverstar,CAN,FIS,Snowboardcross,Female
