Date,Location,Country,Category,Discipline,Gender
2014-10-09,Landgraaf,NED,NC,Parallel Slalom,Male
2014-10-09,Landgraaf,NED,NC,Parallel Slalom,Female
2014-10-10,Landgraaf,NED,FIS,Parallel Slalom,Male
2014-10-10,Landgraaf,NED,FIS,Parallel Slalom,Female
2014-11-10,Copper,ountain,NAC,Parallel GS,Male
2014-11-10,Copper,ountain,NAC,Parallel GS,Female
2014-11-11,Copper,ountain,NAC,Parallel GS,Male
2014-11-11,Copper,ountain,NAC,Parallel GS,Female
2014-11-13,Copper,ountain,NAC,Parallel Slalom,Male
2014-11-13,Copper,ountain,NAC,Parallel Slalom,Female
2014-11-14,Copper,ountain,NAC,Parallel Slalom,Male
2014-11-14,Copper,ountain,NAC,Parallel Slalom,Female
2014-12-06,Buck,ill,NAC,Parallel GS,Male
2014-12-06,Buck,ill,NAC,Parallel GS,Female
2014-12-07,Buck,ill,NAC,Parallel Slalom,Male
2014-12-07,Buck,ill,NAC,Parallel Slalom,Female
2014-12-07,Buck,ill,JUN,Parallel Slalom,Male
2014-12-07,Buck,ill,JUN,Parallel Slalom,Female
2014-12-12,Steamboat,prings,NAC,Parallel GS,Male
2014-12-12,Steamboat,prings,NAC,Parallel GS,Female
2014-12-13,Steamboat,prings,NAC,Parallel Slalom,Male
2014-12-13,Steamboat,prings,NAC,Parallel Slalom,Female
2014-12-16,Carezza,ITA,WC,Parallel GS,Male
2014-12-16,Carezza,ITA,WC,Parallel GS,Female
2014-12-18,Montafon,AUT,WC,Parallel Slalom,Male
2014-12-18,Montafon,AUT,WC,Parallel Slalom,Female
2014-12-19,Montafon,AUT,WC,Parallel Slalom,Female
2014-12-20,Le,elais,NAC,Parallel Slalom,Male
2014-12-20,Le,elais,NAC,Parallel Slalom,Female
2014-12-21,Le,elais,NAC,Parallel Slalom,Male
2014-12-21,Le,elais,NAC,Parallel Slalom,Female
2014-12-24,Tochal,IRI,FIS,Giant Slalom,Male
2014-12-25,Tochal,IRI,FIS,Giant Slalom,Male
2014-12-30,Darbandsar,IRI,FIS,Slalom,Male
2014-12-31,Darbandsar,IRI,FIS,Slalom,Male
2015-01-05,Dachstein,es,FIS,Parallel Slalom,Male
2015-01-05,Dachstein,es,FIS,Parallel Slalom,Female
2015-01-06,Dachstein,es,FIS,Parallel Slalom,Male
2015-01-06,Dachstein,es,FIS,Parallel Slalom,Female
2015-01-09,Bad,astei,WC,Parallel Slalom,Male
2015-01-09,Bad,astei,WC,Parallel Slalom,Female
2015-01-10,Bad,astei,WC,Parallel Slalom,Female
2015-01-15,Kreischberg,AUT,QUA,Snowboardcross,Male
2015-01-15,Kreischberg,AUT,QUA,Snowboardcross,Female
2015-01-16,Kreischberg,AUT,QUA,Halfpipe,Female
2015-01-16,Kreischberg,AUT,WSC,Snowboardcross,Male
2015-01-16,Kreischberg,AUT,WSC,Snowboardcross,Female
2015-01-16,Kreischberg,AUT,QUA,Halfpipe,Male
2015-01-17,Kreischberg,AUT,WSC,Halfpipe,Male
2015-01-17,Kreischberg,AUT,WSC,Halfpipe,Female
2015-01-19,Kreischberg,AUT,QUA,Slopestyle,Male
2015-01-19,Kreischberg,AUT,QUA,Slopestyle,Female
2015-01-21,Kreischberg,AUT,WSC,Slopestyle,Male
2015-01-21,Kreischberg,AUT,WSC,Slopestyle,Female
2015-01-22,Kreischberg,AUT,WSC,Parallel Slalom,Male
2015-01-22,Kreischberg,AUT,WSC,Parallel Slalom,Female
2015-01-23,Kreischberg,AUT,WSC,Parallel GS,Male
2015-01-23,Kreischberg,AUT,WSC,Parallel GS,Female
2015-01-23,Kreischberg,AUT,QUA,Big Air,Male
2015-01-23,Kreischberg,AUT,QUA,Big Air,Female
2015-01-24,Kreischberg,AUT,WSC,Big Air,Male
2015-01-24,Kreischberg,AUT,WSC,Big Air,Female
2015-01-16,Big,hit,PARA,Snowboardcross,Male
2015-01-16,Big,hit,PARA,Snowboardcross,Female
2015-01-19,Big,hit,PARA,Slalom,Male
2015-01-19,Big,hit,PARA,Slalom,Female
2015-01-21,Holliday,alley,NAC,Parallel GS,Male
2015-01-21,Holliday,alley,NAC,Parallel GS,Female
2015-01-22,Holliday,alley,NAC,Parallel GS,Male
2015-01-22,Holliday,alley,NAC,Parallel GS,Female
2015-01-22,Katashina/tokura,JPN,FIS,Parallel GS,Male
2015-01-22,Katashina/tokura,JPN,FIS,Parallel GS,Female
2015-01-23,Katashina/tokura,JPN,FIS,Parallel Slalom,Male
2015-01-23,Katashina/tokura,JPN,FIS,Parallel Slalom,Female
2015-01-23,Samnaun,SUI,FIS,Parallel Slalom,Male
2015-01-23,Samnaun,SUI,FIS,Parallel Slalom,Female
2015-01-24,Samnaun,SUI,FIS,Parallel Slalom,Male
2015-01-24,Samnaun,SUI,FIS,Parallel Slalom,Female
2015-01-24,Alpine,k,NAC,Parallel GS,Male
2015-01-24,Alpine,k,NAC,Parallel GS,Female
2015-01-25,Alpine,k,NAC,Parallel Slalom,Male
2015-01-25,Alpine,k,NAC,Parallel Slalom,Female
2015-01-30,Livigno,ITA,EC,Parallel GS,Male
2015-01-30,Livigno,ITA,EC,Parallel GS,Female
2015-01-31,Livigno,ITA,EC,Parallel GS,Male
2015-01-31,Livigno,ITA,EC,Parallel GS,Female
2015-01-31,Rogla,SLO,WC,Parallel GS,Male
2015-01-31,Rogla,SLO,WC,Parallel GS,Female
2015-02-02,Shemshak,IRI,FIS,Slalom,Male
2015-02-03,Shemshak,IRI,FIS,Slalom,Male
2015-02-06,Sudelfeld,GER,QUA,Parallel GS,Male
