Date,Location,Country,Category,Discipline,Gender
1998-11-13,Zell,,WC,Parallel Slalom,Male
1998-11-13,Zell,,WC,Parallel Slalom,Female
1998-11-14,Zell,,WC,Giant Slalom,Male
1998-11-14,Zell,,WC,Giant Slalom,Female
1998-11-20,Tandadalen,SWE,WC,Parallel GS,Male
1998-11-20,Tandadalen,SWE,WC,Parallel GS,Female
1998-11-23,Tandadalen,SWE,WC,Half Pipe,Male
1998-11-23,Tandadalen,SWE,WC,Half Pipe,Male
1998-11-23,Tandadalen,SWE,WC,Half Pipe,Female
1998-11-23,Tandadalen,SWE,WC,Half Pipe,Female
1998-11-28,Sestriere,ITA,WC,Parallel Slalom,Male
1998-11-28,Sestriere,ITA,WC,Parallel Slalom,Female
1998-11-29,Sestriere,ITA,WC,Giant Slalom,Male
1998-11-29,Sestriere,ITA,WC,Giant Slalom,Female
1998-12-04,Ischgl,AUT,WC,Parallel Slalom,Male
1998-12-04,Ischgl,AUT,WC,Parallel Slalom,Female
1998-12-15,Mt.,achelor,WC,Super G,Male
1998-12-15,Mt.,achelor,WC,Super G,Female
1998-12-16,Mt.,achelor,WC,Half Pipe,Male
1998-12-16,Mt.,achelor,WC,Halfpipe,Female
1998-12-17,Mt.,achelor,CoC,Giant Slalom,Male
1998-12-17,Mt.,achelor,CoC,Giant Slalom,Female
1998-12-19,Mt.,achelor,CoC,Halfpipe,Male
1998-12-19,Mt.,achelor,CoC,Halfpipe,Female
1998-12-18,Berchtesgaden,GER,CoC,Giant Slalom,Male
1998-12-18,Berchtesgaden,GER,CoC,Giant Slalom,Female
1998-12-19,Berchtesgaden,GER,CoC,Parallel Slalom,Male
1998-12-19,Berchtesgaden,GER,CoC,Parallel Slalom,Female
1998-12-19,Sonnenalpe/nassfeld,AUT,FIS,Parallel Slalom,Male
1998-12-19,Sonnenalpe/nassfeld,AUT,FIS,Parallel Slalom,Female
1998-12-20,Sonnenalpe/nassfeld,AUT,FIS,Giant Slalom,Male
1998-12-20,Sonnenalpe/nassfeld,AUT,FIS,Giant Slalom,Female
1998-12-27,Zakopane,POL,FIS,Parallel Slalom,Male
1998-12-27,Zakopane,POL,FIS,Parallel Slalom,Female
1999-01-02,Szczyrk,POL,FIS,Giant Slalom,Male
1999-01-02,Szczyrk,POL,FIS,Giant Slalom,Female
1999-01-02,Lofer,AUT,JUN,Parallel Slalom,Male
1999-01-02,Lofer,AUT,JUN,Parallel Slalom,Female
1999-01-03,Lofer,AUT,JUN,Giant Slalom,Male
1999-01-03,Lofer,AUT,JUN,Giant Slalom,Female
1999-01-05,Morzine,FRA,WC,Parallel Slalom,Male
1999-01-05,Morzine,FRA,WC,Parallel Slalom,Female
