Date,Location,Country,Category,Discipline,Gender
2011-10-13,Landgraaf,NED,WC,Parallel Slalom,Male
2011-10-13,Landgraaf,NED,WC,Parallel Slalom,Female
2011-10-13,Landgraaf,NED,QUA,Parallel Slalom,Male
2011-10-13,Landgraaf,NED,QUA,Parallel Slalom,Female
2011-11-14,"Copper,",,NAC,Parallel GS,Male
2011-11-14,"Copper,",,NAC,Parallel GS,Female
2011-11-15,"Copper,",,NAC,Parallel Slalom,Male
2011-11-15,"Copper,",,NAC,Parallel Slalom,Female
2011-11-21,Abzakovo,RUS,FIS,Parallel GS,Male
2011-11-21,Abzakovo,RUS,FIS,Parallel GS,Female
2011-11-22,Abzakovo,RUS,FIS,Parallel Slalom,Male
2011-11-22,Abzakovo,RUS,FIS,Parallel Slalom,Female
2011-11-26,Hochfügen,GER,EC,Parallel Slalom,Male
2011-11-26,Hochfügen,GER,EC,Parallel Slalom,Female
2011-11-27,Hochfügen,GER,EC,Parallel Slalom,Male
2011-11-27,Hochfügen,GER,EC,Parallel Slalom,Female
2011-12-03,Samnaun,SUI,FIS,Parallel Slalom,Male
2011-12-03,Samnaun,SUI,FIS,Parallel Slalom,Female
2011-12-04,Samnaun,SUI,FIS,Parallel Slalom,Male
2011-12-04,Samnaun,SUI,FIS,Parallel Slalom,Female
2011-12-09,Steamboat,prings,NAC,Parallel GS,Male
2011-12-09,Steamboat,prings,NAC,Parallel GS,Female
2011-12-10,Steamboat,prings,NAC,Parallel Slalom,Male
2011-12-10,Steamboat,prings,NAC,Parallel Slalom,Female
2011-12-14,Telluride,USA,QUA,Snowboardcross,Male
2011-12-14,Telluride,USA,QUA,Snowboardcross,Female
2011-12-15,Telluride,USA,WC,Parallel GS,Male
2011-12-15,Telluride,USA,WC,Parallel GS,Female
2011-12-15,Telluride,USA,QUA,Parallel GS,Male
2011-12-15,Telluride,USA,QUA,Parallel GS,Female
2011-12-16,Telluride,USA,WC,Snowboardcross,Male
2011-12-16,Telluride,USA,WC,Snowboardcross,Female
2011-12-17,Telluride,USA,WC,Snowboardcross,Male
2011-12-17,Telluride,USA,WC,Snowboardcross,Female
2011-12-21,Carezza,ITA,WC,Parallel GS,Male
2011-12-21,Carezza,ITA,WC,Parallel GS,Female
2011-12-21,Carezza,ITA,QUA,Parallel GS,Male
2011-12-21,Carezza,ITA,QUA,Parallel GS,Female
2011-12-22,Carezza,ITA,WC,Parallel Slalom,Male
2011-12-22,Carezza,ITA,WC,Parallel Slalom,Female
2011-12-22,Carezza,ITA,QUA,Parallel Slalom,Male
2011-12-22,Carezza,ITA,QUA,Parallel Slalom,Female
2012-01-07,Kreischberg,AUT,FIS,Parallel GS,Male
2012-01-07,Kreischberg,AUT,FIS,Parallel GS,Female
2012-01-08,Kreischberg,AUT,FIS,Parallel GS,Male
2012-01-08,Kreischberg,AUT,FIS,Parallel GS,Female
2012-01-07,Mont,remblan,FIS,Parallel GS,Male
2012-01-07,Mont,remblan,FIS,Parallel GS,Female
2012-01-08,Mont,remblan,FIS,Parallel GS,Male
2012-01-08,Mont,remblan,FIS,Parallel GS,Female
2012-01-13,Mont,remblan,FIS,Snowboardcross,Male
2012-01-13,Mont,remblan,FIS,Snowboardcross,Female
2012-01-14,Mont,remblan,FIS,Snowboardcross,Male
2012-01-14,Mont,remblan,FIS,Snowboardcross,Female
2012-01-13,Jauerling,AUT,WC,Parallel Slalom,Male
2012-01-13,Jauerling,AUT,WC,Parallel Slalom,Female
2012-01-13,Jauerling,AUT,QUA,Parallel Slalom,Male
2012-01-13,Jauerling,AUT,QUA,Parallel Slalom,Female
2012-01-14,Vratna,SVK,EC,Parallel GS,Male
2012-01-14,Vratna,SVK,EC,Parallel GS,Female
2012-01-15,Vratna,SVK,EC,Giant Slalom,Male
2012-01-15,Vratna,SVK,EC,Giant Slalom,Female
2012-01-15,Bad,astei,WC,Parallel Slalom,Male
2012-01-15,Bad,astei,WC,Parallel Slalom,Female
2012-01-15,Bad,astei,QUA,Parallel Slalom,Male
2012-01-15,Bad,astei,QUA,Parallel Slalom,Female
2012-01-17,Dizin,IRI,FIS,Parallel Slalom,Male
2012-01-18,Dizin,IRI,FIS,Parallel GS,Male
2012-01-21,Valgardena-s.,ristina-Seced,FIS,Slalom,Male
2012-01-21,Valgardena-s.,ristina-Seced,FIS,Slalom,Female
2012-01-22,Valgardena-s.,ristina-Seced,FIS,Slalom,Male
2012-01-22,Valgardena-s.,ristina-Seced,FIS,Slalom,Female
2012-01-21,Pamporovo,BUL,NC,Parallel GS,Male
2012-01-21,Pamporovo,BUL,NC,Parallel GS,Female
