Date,Location,Country,Category,Discipline,Gender
1995-11-11,Kaprun,AUT,FIS,Giant Slalom,Male
1995-11-11,Kaprun,AUT,FIS,Giant Slalom,Female
1995-11-12,Kaprun,AUT,FIS,Parallel Slalom,Male
1995-11-12,Kaprun,AUT,FIS,Parallel Slalom,Female
1995-11-17,Kaprun,AUT,FIS,Parallel Slalom,Female
1995-11-21,Zell,,WC,Giant Slalom,Male
1995-11-21,Zell,,WC,Giant Slalom,Female
1995-11-22,Zell,,WC,Giant Slalom,Male
1995-11-22,Zell,,WC,Giant Slalom,Female
1995-12-01,Altenmarkt-zauchensee,AUT,WC,Giant Slalom,Male
1995-12-01,Altenmarkt-zauchensee,AUT,WC,Giant Slalom,Female
1995-12-02,Altenmarkt-zauchensee,AUT,WC,Slalom,Male
1995-12-02,Altenmarkt-zauchensee,AUT,WC,Slalom,Female
1995-12-03,Altenmarkt-zauchensee,AUT,WC,Parallel Slalom,Male
1995-12-03,Altenmarkt-zauchensee,AUT,WC,Parallel Slalom,Female
1995-12-08,Sestriere,ITA,WC,Parallel Slalom,Male
1995-12-08,Sestriere,ITA,WC,Parallel Slalom,Female
1995-12-09,Bardonecchia,ITA,WC,Slalom,Male
1995-12-09,Bardonecchia,ITA,WC,Slalom,Female
1995-12-10,Bardonecchia,ITA,WC,Giant Slalom,Male
1995-12-10,Bardonecchia,ITA,WC,Giant Slalom,Female
1995-12-16,Kreischberg,AUT,FIS,Parallel Slalom,Male
1995-12-16,Kreischberg,AUT,FIS,Parallel Slalom,Female
1995-12-17,Kreischberg,AUT,FIS,Giant Slalom,Male
1995-12-17,Kreischberg,AUT,FIS,Giant Slalom,Female
1995-12-16,Sahoro,JPN,FIS,Giant Slalom,Male
1995-12-16,Sahoro,JPN,FIS,Giant Slalom,Female
1995-12-17,Sahoro,JPN,FIS,Half Pipe,Male
1995-12-17,Sahoro,JPN,FIS,Half Pipe,Female
1996-01-06,Alpe,'Hue,FIS,Parallel Slalom,Male
1996-01-06,Alpe,'Hue,FIS,Parallel Slalom,Female
1996-01-07,Alpe,'Hue,FIS,Giant Slalom,Male
1996-01-07,Alpe,'Hue,FIS,Giant Slalom,Female
1996-01-06,Embach,AUT,FIS,Parallel Slalom,Male
1996-01-06,Embach,AUT,FIS,Parallel Slalom,Female
1996-01-07,Embach,AUT,FIS,Slalom,Male
1996-01-07,Embach,AUT,FIS,Slalom,Female
1996-01-12,La,ress,WC,Giant Slalom,Male
1996-01-12,La,ress,WC,Giant Slalom,Female
1996-01-13,La,ress,WC,Parallel Slalom,Male
1996-01-13,La,ress,WC,Parallel Slalom,Female
1996-01-13,San,it,FIS,Slalom,Male
1996-01-13,San,it,FIS,Slalom,Female
1996-01-14,San,it,FIS,Giant Slalom,Male
1996-01-14,San,it,FIS,Giant Slalom,Female
1996-01-18,San,andid,WC,Half Pipe,Male
1996-01-18,San,andid,WC,Half Pipe,Female
1996-01-19,San,andid,WC,Half Pipe,Male
1996-01-19,San,andid,WC,Half Pipe,Female
1996-01-20,San,andid,WC,Slalom,Male
1996-01-20,San,andid,WC,Slalom,Female
1996-01-21,San,andid,WC,Parallel Slalom,Male
1996-01-21,San,andid,WC,Parallel Slalom,Female
1996-01-24,Lienz,AUT,WSC,Halfpipe,Male
1996-01-24,Lienz,AUT,WSC,Halfpipe,Female
1996-01-26,Lienz,AUT,WSC,Giant Slalom,Female
1996-01-27,Lienz,AUT,WSC,Giant Slalom,Male
1996-01-28,Lienz,AUT,WSC,Parallel Slalom,Male
1996-01-28,Lienz,AUT,WSC,Parallel Slalom,Female
1996-01-28,Falcade,ITA,FIS,Giant Slalom,Male
1996-01-28,Falcade,ITA,FIS,Giant Slalom,Female
1996-02-03,Hindelang-oberjoch,GER,WC,Parallel Slalom,Male
1996-02-03,Hindelang-oberjoch,GER,WC,Parallel Slalom,Female
1996-02-04,Hindelang-oberjoch,GER,WC,Giant Slalom,Male
1996-02-04,Hindelang-oberjoch,GER,WC,Giant Slalom,Female
1996-02-10,Lenggries,GER,FIS,Giant Slalom,Male
1996-02-10,Lenggries,GER,FIS,Giant Slalom,Female
1996-02-11,Lenggries,GER,FIS,Parallel Slalom,Male
1996-02-11,Lenggries,GER,FIS,Parallel Slalom,Female
1996-02-10,La,orm,FIS,Parallel Slalom,Male
1996-02-11,La,orm,FIS,Giant Slalom,Male
1996-02-11,La,orm,FIS,Giant Slalom,Female
1996-02-10,Kanbayashi,JPN,WC,Giant Slalom,Male
1996-02-10,Kanbayashi,JPN,WC,Giant Slalom,Female
1996-02-11,Kanbayashi,JPN,WC,Slalom,Male
1996-02-11,Kanbayashi,JPN,WC,Slalom,Female
1996-02-12,Kanbayashi,JPN,WC,Half Pipe,Male
1996-02-12,Kanbayashi,JPN,WC,Half Pipe,Female
1996-02-16,Yomase,JPN,WC,Giant Slalom,Male
1996-02-16,Yomase,JPN,WC,Giant Slalom,Female
1996-02-24,Bad,astei,FIS,Giant Slalom,Male
1996-02-24,Bad,astei,FIS,Giant Slalom,Male
1996-02-24,Bad,astei,FIS,Giant Slalom,Female
1996-02-24,Bad,astei,FIS,Giant Slalom,Female
1996-02-24,"Calgary,",,WC,Parallel Slalom,Male
1996-02-24,"Calgary,",,WC,Parallel Slalom,Female
1996-02-25,"Calgary,",,WC,Halfpipe,Male
1996-02-25,"Calgary,",,WC,Halfpipe,Female
1996-03-01,Hidden,alle,FIS,Giant Slalom,Male
1996-03-01,Hidden,alle,FIS,Giant Slalom,Female
1996-03-02,Hidden,alle,FIS,Slalom,Male
1996-03-02,Hidden,alle,FIS,Slalom,Female
1996-03-03,Hidden,alle,FIS,Half Pipe,Male
1996-03-03,Hidden,alle,FIS,Half Pipe,Female
1996-03-01,Sun,eak,WC,Giant Slalom,Male
1996-03-01,Sun,eak,WC,Giant Slalom,Female
1996-03-02,Sun,eak,WC,Parallel Slalom,Male
1996-03-02,Sun,eak,WC,Parallel Slalom,Female
1996-03-03,Sun,eak,WC,Half Pipe,Male
1996-03-03,Sun,eak,WC,Half Pipe,Female
1996-03-01,Willamette,as,FIS,Giant Slalom,Male
1996-03-01,Willamette,as,FIS,Giant Slalom,Female
1996-03-02,Willamette,as,FIS,Slalom,Male
1996-03-02,Willamette,as,FIS,Slalom,Female
1996-03-03,Willamette,as,FIS,Half Pipe,Male
1996-03-03,Willamette,as,FIS,Half Pipe,Female
1996-03-09,Boreal,idge,WC,Slalom,Male
1996-03-09,Boreal,idge,WC,Halfpipe,Male
1996-03-09,Boreal,idge,WC,Slalom,Female
1996-03-09,Boreal,idge,WC,Halfpipe,Female
1996-03-09,Schliersee,GER,FIS,Giant Slalom,Male
1996-03-09,Schliersee,GER,FIS,Giant Slalom,Female
1996-03-10,Schliersee,GER,FIS,Parallel Slalom,Male
1996-03-10,Schliersee,GER,FIS,Parallel Slalom,Female
1996-03-10,Alpine,eadows,WC,Giant Slalom,Male
1996-03-10,Alpine,eadows,WC,Giant Slalom,Female
1996-03-14,Naeba,JPN,FIS,Giant Slalom,Male
1996-03-15,Naeba,JPN,FIS,Giant Slalom,Female
1996-03-16,Naeba,JPN,FIS,Half Pipe,Male
1996-03-16,Naeba,JPN,FIS,Half Pipe,Female
1996-03-14,Mt.,achelor,WC,Giant Slalom,Male
1996-03-14,Mt.,achelor,WC,Giant Slalom,Female
1996-03-15,Mt.,achelor,WC,Slalom,Male
1996-03-15,Mt.,achelor,WC,Slalom,Female
1996-03-16,Mt.,achelor,WC,Parallel Slalom,Male
1996-03-16,Mt.,achelor,WC,Parallel Slalom,Female
1996-03-17,Mt.,achelor,WC,Halfpipe,Male
1996-03-17,Mt.,achelor,WC,Halfpipe,Female
1996-03-19,Pila,ITA,FIS,Giant Slalom,Male
1996-03-19,Pila,ITA,FIS,Giant Slalom,Female
1996-03-20,Pila,ITA,FIS,Parallel Slalom,Male
1996-03-20,Pila,ITA,FIS,Parallel Slalom,Female
1996-03-21,Pila,ITA,FIS,Half Pipe,Male
1996-03-21,Pila,ITA,FIS,Half Pipe,Female
1996-03-27,Mammoth,ountai,FIS,Slalom,Male
1996-03-27,Mammoth,ountai,FIS,Slalom,Female
1996-03-28,Mammoth,ountai,FIS,Giant Slalom,Male
1996-03-28,Mammoth,ountai,FIS,Giant Slalom,Female
1996-03-29,Mammoth,ountai,FIS,Half Pipe,Female
1996-03-30,Mammoth,ountai,FIS,Half Pipe,Male
1996-03-30,Parnassos,GRE,FIS,Giant Slalom,Male
1996-03-30,Parnassos,GRE,FIS,Giant Slalom,Female
1996-03-30,Innerkrems,AUT,FIS,Parallel Slalom,Male
1996-03-30,Innerkrems,AUT,FIS,Parallel Slalom,Female
1996-03-31,Innerkrems,AUT,FIS,Giant Slalom,Male
1996-03-31,Innerkrems,AUT,FIS,Giant Slalom,Female
1996-04-13,Val,enale,FIS,Giant Slalom,Male
1996-04-13,Val,enale,FIS,Giant Slalom,Female
1996-04-14,Val,enale,FIS,Parallel Slalom,Male
1996-04-14,Val,enale,FIS,Parallel Slalom,Female
