Date,Location,Country,Category,Discipline,Gender
2015-10-15,Landgraaf,NED,EC,Parallel Slalom,Male
2015-10-15,Landgraaf,NED,EC,Parallel Slalom,Female
2015-10-16,Landgraaf,NED,EC,Parallel Slalom,Male
2015-10-16,Landgraaf,NED,EC,Parallel Slalom,Female
2015-11-18,Landgraaf,NED,PARA,Slalom,Male
2015-11-18,Landgraaf,NED,PARA,Slalom,Female
2015-11-18,Echo,ountain,NAC,Parallel Slalom,Male
2015-11-18,Echo,ountain,NAC,Parallel Slalom,Female
2015-11-19,Echo,ountain,NAC,Parallel Slalom,Male
2015-11-19,Echo,ountain,NAC,Parallel Slalom,Female
2015-11-19,Landgraaf,NED,PARA,Slalom,Male
2015-11-19,Landgraaf,NED,PARA,Slalom,Female
2015-11-20,Landgraaf,NED,PARA,Slalom,Male
2015-11-20,Landgraaf,NED,PARA,Slalom,Female
2015-11-27,Abzakovo,RUS,FIS,Parallel GS,Male
2015-11-27,Abzakovo,RUS,FIS,Parallel GS,Female
2015-11-28,Abzakovo,RUS,FIS,Parallel Slalom,Male
2015-11-28,Abzakovo,RUS,FIS,Parallel Slalom,Female
2015-12-05,Hochfuegen,GER,EC,Parallel GS,Male
2015-12-05,Hochfuegen,GER,EC,Parallel GS,Female
2015-12-06,Hochfuegen,GER,EC,Parallel GS,Male
2015-12-06,Hochfuegen,GER,EC,Parallel GS,Female
2015-12-12,Carezza,ITA,WC,Parallel GS,Male
2015-12-12,Carezza,ITA,WC,Parallel GS,Female
2015-12-19,Cortina,'Ampezz,WC,Snowboardcross,Male
2015-12-19,Cortina,'Ampezz,WC,Snowboardcross,Female
2015-12-19,Cortina,'Ampezz,WC,Parallel Slalom,Male
2015-12-19,Cortina,'Ampezz,WC,Parallel Slalom,Female
2015-12-19,Rogla,SLO,EC,Parallel GS,Male
2015-12-19,Rogla,SLO,EC,Parallel GS,Female
2015-12-20,Rogla,SLO,EC,Parallel Slalom,Male
2015-12-20,Rogla,SLO,EC,Parallel Slalom,Female
2015-12-19,Buck,ill,NAC,Parallel Slalom,Male
2015-12-19,Buck,ill,NAC,Parallel Slalom,Female
2015-12-20,Buck,ill,NAC,Parallel Slalom,Male
2015-12-20,Buck,ill,NAC,Parallel Slalom,Female
2015-12-20,Buck,ill,JUN,Parallel Slalom,Male
2015-12-20,Buck,ill,JUN,Parallel Slalom,Female
2016-01-03,Dizin,IRI,FIS,Giant Slalom,Male
2016-01-03,Dizin,IRI,FIS,Giant Slalom,Female
2016-01-04,Dizin,IRI,FIS,Giant Slalom,Male
2016-01-04,Dizin,IRI,FIS,Giant Slalom,Female
2016-01-08,Bad,astei,WC,Parallel Slalom,Male
2016-01-08,Bad,astei,WC,Parallel Slalom,Female
2016-01-09,Bad,astei,WC,Parallel Team,Female
2016-01-16,Howelsen,ill,NAC,Parallel GS,Male
2016-01-16,Howelsen,ill,NAC,Parallel GS,Female
2016-01-17,Howelsen,ill,NAC,Parallel Slalom,Male
2016-01-17,Howelsen,ill,NAC,Parallel Slalom,Female
2016-01-16,"Klinovec,",oz,JUN,Parallel Slalom,Male
