Date,Location,Country,Category,Discipline,Gender
2008-08-01,Mt,ulle,FIS,Parallel GS,Male
2008-08-01,Mt,ulle,FIS,Parallel GS,Female
2008-09-27,Landgraaf,NED,FIS,Slalom,Male
2008-09-27,Landgraaf,NED,FIS,Slalom,Female
2008-10-10,Landgraaf,NED,WC,Parallel Slalom,Male
2008-10-10,Landgraaf,NED,WC,Parallel Slalom,Female
2008-11-19,"Copper,",,NAC,Parallel GS,Male
2008-11-19,"Copper,",,NAC,Parallel GS,Female
2008-11-20,"Copper,",,NAC,Parallel Slalom,Male
2008-11-20,"Copper,",,NAC,Parallel Slalom,Female
2008-11-28,Abakovo,,EC,Parallel Slalom,Male
2008-11-28,Abakovo,,EC,Parallel Slalom,Female
2008-11-29,Abakovo,,EC,Parallel Slalom,Male
2008-11-29,Abakovo,,EC,Parallel Slalom,Female
2008-11-30,"Hochfügen,",illerta,NC,Parallel GS,Male
2008-11-30,"Hochfügen,",illerta,NC,Parallel GS,Female
2008-12-06,Innsbruck,AUT,FIS,Parallel Slalom,Male
2008-12-06,Innsbruck,AUT,FIS,Parallel Slalom,Female
2008-12-07,Innsbruck,AUT,FIS,Parallel Slalom,Male
2008-12-07,Innsbruck,AUT,FIS,Parallel Slalom,Female
2008-12-13,Welschnofen/karerpass,ITA,FIS,Giant Slalom,Male
2008-12-13,Welschnofen/karerpass,ITA,FIS,Giant Slalom,Female
2008-12-13,Haus/ennstal,AUT,FIS,Parallel GS,Male
2008-12-13,Haus/ennstal,AUT,FIS,Parallel GS,Female
2008-12-14,Haus/ennstal,AUT,FIS,Parallel GS,Male
2008-12-14,Haus/ennstal,AUT,FIS,Parallel GS,Female
2008-12-13,Mnt,orquay,NAC,Parallel GS,Male
2008-12-13,Mnt,orquay,NAC,Parallel GS,Female
2008-12-14,Limone,iemont,WC,Parallel GS,Male
2008-12-14,Limone,iemont,WC,Parallel GS,Female
2008-12-14,Welschnofen/karerpass,ITA,EC,Giant Slalom,Male
2008-12-14,Welschnofen/karerpass,ITA,EC,Giant Slalom,Female
2008-12-14,Dizin,IRI,FIS,Parallel GS,Male
2008-12-15,Dizin,IRI,FIS,Parallel GS,Male
2008-12-16,Dizin,IRI,FIS,Parallel Slalom,Male
2008-12-17,Maoer,ountai,AC,Snowboardcross,Male
2008-12-17,Maoer,ountai,AC,Snowboardcross,Female
2008-12-18,Maoer,ountai,AC,Parallel GS,Male
2008-12-18,Maoer,ountai,AC,Parallel GS,Female
2008-12-19,Maoer,ountai,AC,Halfpipe,Male
2008-12-19,Maoer,ountai,AC,Halfpipe,Female
2008-12-20,Maoer,ountai,AC,Big Air,Male
2008-12-19,Ratschings/racines,ITA,EC,Giant Slalom,Male
2008-12-19,Ratschings/racines,ITA,EC,Giant Slalom,Female
2008-12-20,Ratschings/racines,ITA,EC,Giant Slalom,Male
2008-12-20,Ratschings/racines,ITA,EC,Giant Slalom,Female
2008-12-19,Innsbruck,AUT,JUN,Parallel GS,Male
2008-12-19,Innsbruck,AUT,JUN,Parallel GS,Female
2008-12-20,Innsbruck,AUT,JUN,Parallel GS,Male
2008-12-20,Innsbruck,AUT,JUN,Parallel GS,Female
2008-12-20,Arosa,SUI,WC,Snowboardcross,Male
2008-12-20,Arosa,SUI,WC,Snowboardcross,Female
2008-12-21,Arosa,SUI,WC,Parallel Slalom,Male
2008-12-21,Arosa,SUI,WC,Parallel Slalom,Female
2008-12-20,Dombaas,NOR,FIS,Parallel Slalom,Male
2008-12-20,Dombaas,NOR,FIS,Parallel Slalom,Female
2008-12-21,Dombaas,NOR,FIS,Giant Slalom,Male
2008-12-21,Dombaas,NOR,FIS,Giant Slalom,Female
2008-12-29,Bischofswiesen,,EC,Parallel GS,Male
2008-12-29,Bischofswiesen,,EC,Parallel GS,Female
2009-01-03,Marianske,azn,EC,Parallel Slalom,Male
2009-01-03,Marianske,azn,EC,Parallel Slalom,Female
2009-01-04,Marianske,azn,EC,Parallel Slalom,Male
2009-01-04,Marianske,azn,EC,Parallel Slalom,Female
2009-01-06,Kreischberg,AUT,WC,Parallel GS,Male
2009-01-06,Kreischberg,AUT,WC,Parallel GS,Female
2009-01-07,Kreischberg,AUT,WC,Parallel Slalom,Female
2009-01-07,Kreischberg,AUT,WC,Parallel Slalom,Male
2009-01-09,"Steamboat,",,NAC,Parallel Slalom,Male
2009-01-09,"Steamboat,",,NAC,Parallel Slalom,Female
2009-01-10,"Steamboat,",,NAC,Parallel GS,Male
2009-01-10,"Steamboat,",,NAC,Parallel GS,Female
2009-01-10,Kasberg,AUT,EC,Parallel GS,Male
2009-01-10,Kasberg,AUT,EC,Parallel GS,Female
2009-01-11,Kasberg,AUT,EC,Parallel GS,Male
2009-01-11,Kasberg,AUT,EC,Parallel GS,Female
2009-01-10,Lelex,FRA,FIS,Parallel GS,Male
2009-01-10,Lelex,FRA,FIS,Parallel GS,Female
2009-01-11,Lelex,FRA,FIS,Parallel GS,Male
2009-01-11,Lelex,FRA,FIS,Parallel GS,Female
2009-01-12,Lg,erveon,AC,Halfpipe,Male
2009-01-12,Lg,erveon,AC,Halfpipe,Female
2009-01-13,Lg,erveon,AC,Parallel GS,Male
2009-01-13,Lg,erveon,AC,Parallel GS,Female
2009-01-18,Gangwon,KOR,WSC,Snowboardcross,Male
2009-01-18,Gangwon,KOR,WSC,Snowboardcross,Female
2009-01-20,Gangwon,KOR,WSC,Parallel GS,Male
2009-01-20,Gangwon,KOR,WSC,Parallel GS,Female
2009-01-21,Gangwon,KOR,WSC,Parallel Slalom,Male
2009-01-21,Gangwon,KOR,WSC,Parallel Slalom,Female
2009-01-23,Gangwon,KOR,WSC,Halfpipe,Male
2009-01-23,Gangwon,KOR,WSC,Halfpipe,Female
2009-01-24,Gangwon,KOR,WSC,Big Air,Male
2009-01-17,Imst,AUT,EC,Giant Slalom,Male
2009-01-17,Imst,AUT,EC,Giant Slalom,Female
2009-01-18,Imst,AUT,EC,Giant Slalom,Male
2009-01-18,Imst,AUT,EC,Giant Slalom,Female
2009-01-24,"Leralais,",uebe,NAC,Parallel GS,Male
2009-01-24,"Leralais,",uebe,NAC,Parallel GS,Female
2009-01-25,"Leralais,",uebe,NAC,Parallel Slalom,Male
2009-01-25,"Leralais,",uebe,NAC,Parallel Slalom,Female
2009-01-29,Ozetokura,JPN,FIS,Parallel Slalom,Male
2009-01-29,Ozetokura,JPN,FIS,Parallel Slalom,Female
2009-01-30,Ozetokura,JPN,FIS,Giant Slalom,Male
2009-01-30,Ozetokura,JPN,FIS,Giant Slalom,Female
2009-01-30,Sils,SUI,EC,Parallel GS,Male
2009-01-30,Sils,SUI,EC,Parallel GS,Female
2009-01-31,Sils,SUI,EC,Parallel GS,Male
2009-01-31,Sils,SUI,EC,Parallel GS,Female
2009-01-31,Sudelfeld,GER,WC,Parallel GS,Male
2009-01-31,Sudelfeld,GER,WC,Parallel GS,Female
2009-02-01,Sils,SUI,FIS,Parallel GS,Male
2009-02-01,Sils,SUI,FIS,Parallel GS,Female
2009-02-01,Mt,lanc,FIS,Parallel GS,Male
2009-02-01,Mt,lanc,FIS,Parallel GS,Female
2009-02-07,Lachtal,AUT,FIS,Parallel Slalom,Male
2009-02-07,Lachtal,AUT,FIS,Parallel Slalom,Female
2009-02-07,Bischofswiesen,,NC,Parallel GS,Male
